driver_id,customer_id,compatibility,explicit_rating,trip_type,completed
DRV0038,CST0466,0.766,4,long_distance,1
DRV0155,CST0108,0.73,4,errand,1
DRV0199,CST0379,0.678,3,long_distance,1
DRV0182,CST0176,0.48,3,airport,1
DRV0149,CST0016,0.709,4,wedding,1
DRV0097,CST0390,0.691,4,wedding,1
DRV0019,CST0490,0.645,3,airport,1
DRV0147,CST0322,0.564,3,long_distance,1
DRV0137,CST0375,0.633,3,nightlife,1
DRV0135,CST0408,0.602,3,nightlife,1
DRV0168,CST0268,0.759,4,long_distance,1
DRV0068,CST0099,0.79,4,long_distance,1
DRV0062,CST0168,0.838,4,airport,1
DRV0092,CST0118,0.707,4,event,1
DRV0029,CST0354,0.64,4,airport,1
DRV0104,CST0185,0.552,3,nightlife,1
DRV0129,CST0039,0.572,4,errand,1
DRV0154,CST0117,0.923,5,event,1
DRV0058,CST0291,0.628,4,airport,1
DRV0062,CST0397,0.616,4,event,1
DRV0170,CST0070,0.712,4,long_distance,1
DRV0073,CST0174,0.4,2,errand,1
DRV0104,CST0215,0.635,3,long_distance,0
DRV0147,CST0253,0.736,4,wedding,1
DRV0050,CST0460,0.968,5,airport,1
DRV0003,CST0085,0.629,4,nightlife,1
DRV0195,CST0283,0.488,3,wedding,0
DRV0190,CST0051,0.852,4,airport,1
DRV0110,CST0012,0.654,4,wedding,1
DRV0018,CST0067,0.758,4,long_distance,1
DRV0099,CST0462,0.652,4,event,1
DRV0102,CST0356,0.561,3,long_distance,1
DRV0075,CST0060,0.602,3,errand,1
DRV0086,CST0302,0.587,3,long_distance,1
DRV0184,CST0023,0.541,3,nightlife,1
DRV0090,CST0486,0.545,3,event,1
DRV0161,CST0230,0.75,4,wedding,1
DRV0074,CST0387,0.574,4,event,1
DRV0187,CST0093,0.814,4,wedding,1
DRV0130,CST0042,0.722,4,airport,1
DRV0151,CST0303,0.641,4,errand,1
DRV0116,CST0194,0.653,4,errand,1
DRV0130,CST0369,0.891,5,long_distance,1
DRV0197,CST0049,0.999,5,airport,1
DRV0087,CST0024,0.709,3,long_distance,1
DRV0134,CST0296,0.641,3,long_distance,1
DRV0109,CST0146,0.698,4,errand,1
DRV0193,CST0091,0.751,4,airport,1
DRV0188,CST0451,0.659,4,wedding,1
DRV0132,CST0142,0.836,4,long_distance,1
DRV0080,CST0050,0.482,3,errand,1
DRV0030,CST0147,0.651,3,errand,1
DRV0057,CST0453,0.916,5,airport,1
DRV0066,CST0310,0.809,5,nightlife,1
DRV0170,CST0142,0.572,4,airport,1
DRV0141,CST0429,0.761,4,long_distance,1
DRV0007,CST0306,0.73,4,nightlife,0
DRV0138,CST0275,0.769,4,airport,1
DRV0006,CST0189,0.768,4,airport,1
DRV0146,CST0218,0.589,4,wedding,1
DRV0032,CST0425,0.837,5,event,1
DRV0028,CST0366,0.66,4,wedding,1
DRV0030,CST0227,0.834,4,event,1
DRV0022,CST0442,0.946,5,airport,0
DRV0187,CST0342,0.83,5,nightlife,0
DRV0020,CST0381,0.868,4,airport,1
DRV0083,CST0080,0.83,4,long_distance,1
DRV0116,CST0322,0.761,5,wedding,1
DRV0198,CST0037,0.379,3,wedding,1
DRV0009,CST0221,0.891,5,nightlife,0
DRV0133,CST0162,0.677,3,airport,1
DRV0169,CST0428,0.691,3,wedding,1
DRV0162,CST0321,0.81,5,nightlife,1
DRV0150,CST0192,0.922,5,airport,1
DRV0067,CST0240,0.771,4,airport,1
DRV0047,CST0375,0.498,3,event,1
DRV0050,CST0325,0.701,4,nightlife,0
DRV0185,CST0383,0.515,3,airport,1
DRV0017,CST0251,0.991,5,long_distance,1
DRV0181,CST0091,0.705,4,nightlife,1
DRV0067,CST0314,0.622,4,event,1
DRV0060,CST0326,0.47,3,errand,1
DRV0168,CST0488,0.789,4,airport,1
DRV0059,CST0448,0.812,4,errand,1
DRV0125,CST0407,0.663,4,wedding,1
DRV0091,CST0278,0.846,4,event,1
DRV0056,CST0057,0.723,4,errand,1
DRV0114,CST0166,0.672,4,airport,1
DRV0029,CST0090,0.694,4,event,0
DRV0169,CST0058,0.689,4,errand,1
DRV0180,CST0065,0.608,3,event,1
DRV0125,CST0307,0.568,3,event,1
DRV0007,CST0148,0.723,4,errand,1
DRV0104,CST0031,0.719,4,long_distance,1
DRV0066,CST0345,0.603,3,errand,1
DRV0113,CST0217,0.57,3,event,1
DRV0013,CST0137,0.591,3,event,1
DRV0086,CST0325,0.908,5,nightlife,1
DRV0104,CST0113,0.604,4,long_distance,1
DRV0137,CST0105,0.799,4,wedding,1
DRV0157,CST0312,0.671,3,errand,1
DRV0138,CST0010,0.676,4,wedding,1
DRV0097,CST0046,0.814,4,wedding,1
DRV0090,CST0392,0.968,5,long_distance,1
DRV0012,CST0265,0.537,3,airport,1
DRV0050,CST0080,0.632,4,long_distance,1
DRV0183,CST0117,0.76,5,errand,1
DRV0095,CST0169,0.666,3,event,1
DRV0187,CST0127,0.767,4,nightlife,1
DRV0005,CST0386,0.849,5,long_distance,1
DRV0101,CST0405,0.873,5,event,1
DRV0072,CST0154,0.705,4,nightlife,1
DRV0197,CST0352,0.964,5,airport,1
DRV0191,CST0063,0.507,3,event,1
DRV0033,CST0418,0.81,4,wedding,1
DRV0021,CST0039,0.618,4,nightlife,1
DRV0180,CST0390,0.649,4,wedding,1
DRV0003,CST0380,0.627,3,long_distance,1
DRV0038,CST0048,0.543,3,wedding,1
DRV0100,CST0099,0.668,4,long_distance,1
DRV0082,CST0217,0.909,5,long_distance,1
DRV0077,CST0140,0.614,3,event,1
DRV0067,CST0496,0.792,4,wedding,1
DRV0096,CST0149,0.698,4,event,1
DRV0104,CST0287,0.691,4,errand,1
DRV0179,CST0273,0.682,4,long_distance,1
DRV0004,CST0254,0.745,4,wedding,1
DRV0095,CST0390,0.804,4,long_distance,1
DRV0115,CST0114,0.587,4,long_distance,0
DRV0101,CST0394,0.87,4,airport,1
DRV0122,CST0288,0.95,5,nightlife,1
DRV0085,CST0073,0.632,4,wedding,0
DRV0024,CST0287,0.62,3,airport,1
DRV0125,CST0303,0.692,4,airport,1
DRV0103,CST0315,0.815,5,event,1
DRV0145,CST0389,0.607,4,airport,1
DRV0126,CST0129,0.619,3,event,1
DRV0086,CST0427,0.678,4,airport,1
DRV0176,CST0289,0.775,4,long_distance,1
DRV0001,CST0137,0.595,3,wedding,1
DRV0143,CST0406,0.644,3,event,1
DRV0080,CST0491,0.928,4,wedding,1
DRV0118,CST0362,0.793,4,event,1
DRV0189,CST0375,0.578,3,nightlife,1
DRV0108,CST0358,0.746,4,nightlife,1
DRV0193,CST0006,0.609,4,airport,1
DRV0031,CST0085,0.685,4,airport,1
DRV0029,CST0019,0.82,4,event,1
DRV0160,CST0411,0.746,4,long_distance,1
DRV0191,CST0447,0.716,4,long_distance,1
DRV0002,CST0151,0.735,4,nightlife,1
DRV0075,CST0368,0.766,4,wedding,1
DRV0082,CST0314,0.61,3,errand,1
DRV0042,CST0072,0.472,3,errand,1
DRV0052,CST0411,0.844,4,long_distance,0
DRV0095,CST0265,0.555,3,long_distance,1
DRV0118,CST0107,0.76,4,errand,1
DRV0184,CST0436,0.942,5,airport,1
DRV0183,CST0424,0.605,3,event,1
DRV0106,CST0091,0.68,4,airport,1
DRV0001,CST0159,0.714,4,wedding,1
DRV0177,CST0048,0.514,3,long_distance,1
DRV0024,CST0031,0.706,4,long_distance,1
DRV0040,CST0034,0.521,4,errand,1
DRV0057,CST0176,0.557,3,wedding,1
DRV0049,CST0140,0.618,4,errand,1
DRV0109,CST0299,0.432,2,wedding,1
DRV0159,CST0392,0.67,4,event,0
DRV0143,CST0277,0.607,3,wedding,1
DRV0019,CST0303,0.825,4,airport,1
DRV0055,CST0143,0.573,3,airport,1
DRV0026,CST0064,0.547,3,long_distance,1
DRV0196,CST0196,0.732,3,errand,1
DRV0151,CST0309,0.51,3,errand,0
DRV0188,CST0446,0.538,3,long_distance,1
DRV0121,CST0107,0.771,4,airport,1
DRV0059,CST0110,0.496,3,nightlife,1
DRV0157,CST0075,0.761,4,airport,1
DRV0000,CST0165,0.647,3,nightlife,1
DRV0013,CST0070,0.723,4,long_distance,1
DRV0108,CST0340,0.76,4,event,1
DRV0128,CST0389,0.591,3,nightlife,1
DRV0100,CST0193,0.74,4,event,1
DRV0090,CST0159,0.685,4,long_distance,1
DRV0020,CST0452,0.923,5,long_distance,1
DRV0042,CST0484,0.592,3,wedding,1
DRV0182,CST0073,0.766,4,event,1
DRV0125,CST0355,0.74,3,errand,1
DRV0142,CST0460,0.524,3,event,1
DRV0045,CST0012,0.814,4,errand,1
DRV0197,CST0343,0.822,4,errand,1
DRV0054,CST0315,0.697,4,long_distance,1
DRV0048,CST0195,0.865,4,errand,1
DRV0191,CST0005,0.93,4,airport,1
DRV0134,CST0099,0.797,5,nightlife,1
DRV0084,CST0048,0.655,3,errand,1
DRV0128,CST0471,0.607,3,nightlife,1
DRV0008,CST0331,0.547,3,errand,1
DRV0101,CST0022,0.998,5,wedding,1
DRV0070,CST0320,0.587,4,nightlife,0
DRV0007,CST0441,0.739,4,wedding,1
DRV0155,CST0323,0.889,5,event,1
DRV0121,CST0383,0.728,3,wedding,1
DRV0026,CST0019,0.592,3,errand,1
DRV0182,CST0078,0.702,4,wedding,1
DRV0033,CST0042,0.825,5,event,1
DRV0030,CST0028,0.585,3,event,1
DRV0015,CST0160,0.875,5,nightlife,1
DRV0071,CST0436,0.798,4,airport,1
DRV0188,CST0008,0.668,4,errand,1
DRV0081,CST0459,0.807,4,wedding,1
DRV0150,CST0369,0.717,3,errand,1
DRV0170,CST0206,0.703,4,event,1
DRV0171,CST0031,0.782,4,nightlife,1
DRV0194,CST0256,0.658,4,airport,1
DRV0021,CST0088,0.497,3,event,1
DRV0155,CST0101,0.604,3,wedding,1
DRV0044,CST0325,0.696,4,wedding,1
DRV0000,CST0159,0.768,4,errand,1
DRV0030,CST0174,0.689,4,event,1
DRV0178,CST0044,0.837,4,long_distance,0
DRV0022,CST0059,0.999,5,nightlife,1
DRV0022,CST0095,0.911,5,errand,1
DRV0005,CST0392,0.895,5,airport,1
DRV0055,CST0326,0.614,3,errand,1
DRV0185,CST0482,0.904,5,airport,1
DRV0174,CST0328,0.711,3,airport,1
DRV0188,CST0067,0.847,4,errand,1
DRV0180,CST0146,0.565,3,airport,1
DRV0144,CST0161,0.63,3,event,1
DRV0048,CST0139,0.651,3,airport,1
DRV0075,CST0132,0.717,4,wedding,1
DRV0023,CST0250,0.935,5,errand,1
DRV0089,CST0395,0.653,4,wedding,1
DRV0161,CST0351,0.839,4,airport,1
DRV0149,CST0197,0.478,3,airport,1
DRV0053,CST0359,0.809,4,event,1
DRV0174,CST0407,0.787,4,errand,1
DRV0179,CST0495,0.68,4,long_distance,1
DRV0190,CST0406,0.587,3,errand,1
DRV0197,CST0107,0.892,5,errand,1
DRV0066,CST0016,0.704,4,nightlife,1
DRV0161,CST0095,0.655,4,event,1
DRV0150,CST0165,0.837,4,errand,1
DRV0168,CST0301,0.727,4,nightlife,1
DRV0026,CST0322,0.602,3,errand,1
DRV0002,CST0081,0.644,4,event,1
DRV0086,CST0331,0.951,5,nightlife,1
DRV0091,CST0156,0.802,4,airport,1
DRV0047,CST0385,0.776,5,nightlife,1
DRV0157,CST0233,0.649,4,long_distance,1
DRV0111,CST0374,0.807,4,event,1
DRV0062,CST0129,0.605,4,wedding,1
DRV0086,CST0247,0.966,5,wedding,1
DRV0010,CST0497,0.78,4,airport,1
DRV0129,CST0055,0.679,4,event,1
DRV0068,CST0488,0.513,3,long_distance,1
DRV0007,CST0083,0.866,5,long_distance,1
DRV0076,CST0453,0.862,4,long_distance,0
DRV0134,CST0101,0.487,3,long_distance,1
DRV0033,CST0339,0.562,3,errand,1
DRV0013,CST0496,0.672,4,nightlife,1
DRV0196,CST0072,0.53,4,errand,1
DRV0042,CST0235,0.66,4,nightlife,1
DRV0051,CST0452,0.794,5,airport,1
DRV0020,CST0094,0.995,5,airport,1
DRV0111,CST0046,0.71,4,wedding,1
DRV0175,CST0284,0.619,3,errand,1
DRV0040,CST0176,0.599,4,nightlife,1
DRV0175,CST0201,0.953,5,wedding,1
DRV0120,CST0342,0.529,3,event,1
DRV0180,CST0124,0.669,4,nightlife,1
DRV0081,CST0390,0.59,3,airport,1
DRV0083,CST0459,0.611,4,errand,1
DRV0186,CST0446,0.718,4,event,1
DRV0136,CST0036,0.784,4,errand,1
DRV0189,CST0496,0.542,3,long_distance,1
DRV0155,CST0091,1.0,5,airport,1
DRV0087,CST0256,0.622,3,nightlife,1
DRV0192,CST0203,0.953,5,nightlife,1
DRV0035,CST0255,0.941,5,airport,1
DRV0077,CST0222,0.507,3,nightlife,1
DRV0167,CST0092,0.63,3,event,1
DRV0079,CST0198,0.785,5,wedding,1
DRV0008,CST0133,0.732,4,event,1
DRV0101,CST0349,0.516,3,long_distance,1
DRV0119,CST0412,0.926,4,nightlife,1
DRV0187,CST0051,0.726,4,wedding,1
DRV0003,CST0082,0.682,4,errand,1
DRV0129,CST0196,0.5,3,wedding,1
DRV0124,CST0334,0.601,3,wedding,1
DRV0197,CST0027,0.874,4,errand,1
DRV0189,CST0324,0.764,4,nightlife,1
DRV0115,CST0257,0.422,3,errand,1
DRV0182,CST0171,0.779,4,long_distance,0
DRV0028,CST0402,0.84,4,airport,0
DRV0136,CST0388,0.825,4,event,1
DRV0020,CST0076,0.715,4,nightlife,1
DRV0181,CST0302,0.667,4,errand,1
DRV0157,CST0372,0.62,3,event,1
DRV0118,CST0144,0.8,4,nightlife,1
DRV0125,CST0235,0.61,3,errand,1
DRV0153,CST0351,0.874,4,errand,1
DRV0086,CST0345,0.803,4,errand,1
DRV0006,CST0277,0.837,5,errand,1
DRV0091,CST0213,0.729,4,nightlife,1
DRV0076,CST0325,0.776,4,nightlife,1
DRV0091,CST0374,0.485,3,nightlife,1
DRV0101,CST0127,0.636,4,airport,1
DRV0024,CST0064,0.87,4,wedding,1
DRV0126,CST0220,0.824,4,errand,1
DRV0117,CST0352,0.944,5,long_distance,1
DRV0187,CST0420,0.842,5,long_distance,1
DRV0010,CST0039,0.631,4,errand,1
DRV0037,CST0311,0.719,4,wedding,1
DRV0025,CST0195,0.716,4,long_distance,0
DRV0020,CST0172,0.949,4,wedding,1
DRV0108,CST0205,0.775,4,nightlife,1
DRV0191,CST0131,0.667,4,wedding,1
DRV0020,CST0428,0.832,5,event,0
DRV0049,CST0292,0.676,3,errand,0
DRV0157,CST0263,0.893,5,long_distance,1
DRV0062,CST0355,0.945,5,nightlife,1
DRV0121,CST0110,0.87,5,event,1
DRV0176,CST0398,0.486,3,airport,1
DRV0171,CST0023,0.93,5,long_distance,1
DRV0046,CST0347,0.678,3,errand,1
DRV0104,CST0106,0.771,4,nightlife,1
DRV0168,CST0066,0.98,5,errand,1
DRV0153,CST0404,0.794,5,wedding,1
DRV0056,CST0115,0.792,5,nightlife,1
DRV0056,CST0032,0.698,4,long_distance,1
DRV0182,CST0311,0.728,4,event,1
DRV0162,CST0304,0.629,3,errand,1
DRV0121,CST0476,0.93,5,long_distance,1
DRV0087,CST0163,0.671,4,errand,1
DRV0038,CST0236,0.628,3,wedding,1
DRV0136,CST0357,0.516,3,airport,1
DRV0065,CST0206,0.588,3,nightlife,1
DRV0146,CST0495,0.841,4,nightlife,1
DRV0143,CST0176,1.0,5,nightlife,1
DRV0135,CST0189,0.58,3,errand,1
DRV0080,CST0231,0.653,4,wedding,1
DRV0039,CST0319,0.697,3,long_distance,1
DRV0090,CST0289,0.912,5,event,1
DRV0195,CST0011,0.824,4,errand,1
DRV0125,CST0120,0.562,4,event,1
DRV0033,CST0193,0.751,4,long_distance,0
DRV0031,CST0049,0.831,4,event,1
DRV0028,CST0292,0.605,3,errand,1
DRV0040,CST0392,0.554,4,wedding,0
DRV0140,CST0209,0.683,4,errand,1
DRV0107,CST0461,0.665,4,long_distance,1
DRV0197,CST0185,0.73,4,wedding,1
DRV0175,CST0491,0.698,4,wedding,1
DRV0081,CST0257,0.725,3,long_distance,1
DRV0057,CST0439,0.774,4,event,1
DRV0118,CST0146,0.625,4,event,1
DRV0045,CST0204,0.701,4,errand,1
DRV0085,CST0390,0.675,3,event,1
DRV0174,CST0464,0.921,5,nightlife,1
DRV0167,CST0214,0.816,4,event,1
DRV0162,CST0014,0.641,4,long_distance,1
DRV0156,CST0317,0.564,3,long_distance,0
DRV0153,CST0292,0.776,4,wedding,1
DRV0005,CST0166,0.777,4,long_distance,1
DRV0145,CST0320,1.0,5,event,1
DRV0094,CST0011,0.595,3,wedding,1
DRV0167,CST0199,1.0,5,long_distance,1
DRV0049,CST0435,0.677,4,airport,1
DRV0185,CST0447,0.61,3,airport,1
DRV0182,CST0471,0.65,4,airport,1
DRV0075,CST0033,0.779,4,nightlife,1
DRV0118,CST0235,0.534,3,airport,1
DRV0113,CST0123,0.43,3,airport,0
DRV0128,CST0328,0.741,3,nightlife,1
DRV0084,CST0446,0.965,5,airport,1
DRV0184,CST0492,0.68,3,nightlife,1
DRV0008,CST0349,0.69,4,wedding,1
DRV0133,CST0240,0.72,4,event,1
DRV0106,CST0490,0.814,5,errand,1
DRV0137,CST0061,0.863,4,wedding,1
DRV0165,CST0273,0.757,5,wedding,1
DRV0123,CST0423,0.709,4,wedding,1
DRV0101,CST0424,0.98,5,wedding,1
DRV0093,CST0204,0.718,4,wedding,1
DRV0161,CST0332,0.795,4,event,1
DRV0031,CST0053,0.696,4,airport,1
DRV0194,CST0422,0.761,4,long_distance,1
DRV0028,CST0369,0.686,4,airport,1
DRV0168,CST0173,0.824,4,airport,1
DRV0123,CST0107,0.621,3,errand,1
DRV0164,CST0355,0.803,4,nightlife,1
DRV0181,CST0251,0.911,5,airport,1
DRV0087,CST0151,0.673,4,wedding,1
DRV0115,CST0358,0.781,5,errand,1
DRV0152,CST0018,0.859,5,airport,1
DRV0073,CST0013,0.652,3,airport,1
DRV0144,CST0185,0.867,5,wedding,1
DRV0183,CST0081,0.454,3,long_distance,1
DRV0121,CST0365,0.593,3,event,1
DRV0039,CST0380,0.649,4,wedding,1
DRV0155,CST0149,0.78,4,event,1
DRV0058,CST0014,0.604,3,airport,1
DRV0037,CST0299,0.688,4,nightlife,1
DRV0184,CST0260,0.598,3,wedding,1
DRV0132,CST0207,0.714,4,event,1
DRV0043,CST0497,0.764,5,errand,1
DRV0150,CST0436,0.721,4,long_distance,1
DRV0095,CST0193,0.653,3,event,1
DRV0134,CST0246,0.767,4,airport,1
DRV0097,CST0007,0.74,4,wedding,0
DRV0087,CST0115,0.573,3,errand,1
DRV0038,CST0142,0.516,3,long_distance,1
DRV0030,CST0332,0.642,3,airport,1
DRV0117,CST0291,0.865,4,wedding,1
DRV0191,CST0433,0.732,4,long_distance,1
DRV0189,CST0103,0.69,4,errand,1
DRV0102,CST0320,0.907,4,nightlife,0
DRV0129,CST0034,0.566,3,errand,1
DRV0136,CST0433,0.635,4,wedding,1
DRV0020,CST0496,0.703,4,nightlife,1
DRV0133,CST0126,0.68,4,airport,1
DRV0189,CST0093,0.736,4,wedding,0
DRV0062,CST0116,0.919,5,wedding,1
DRV0045,CST0020,0.611,3,long_distance,1
DRV0071,CST0046,0.774,4,wedding,1
DRV0016,CST0463,0.69,3,airport,1
DRV0015,CST0106,0.806,4,airport,1
DRV0194,CST0297,0.575,3,event,1
DRV0137,CST0451,0.69,4,nightlife,1
DRV0162,CST0037,0.483,3,airport,1
DRV0113,CST0042,0.853,4,event,1
DRV0138,CST0301,0.91,5,airport,1
DRV0076,CST0291,0.698,4,nightlife,1
DRV0028,CST0368,0.734,4,event,1
DRV0049,CST0301,1.0,5,wedding,1
DRV0116,CST0000,0.924,5,errand,1
DRV0153,CST0138,0.969,5,event,1
DRV0084,CST0259,0.976,5,event,1
DRV0165,CST0153,0.575,3,errand,1
DRV0063,CST0174,0.78,4,errand,1
DRV0128,CST0158,0.86,4,wedding,1
DRV0193,CST0484,0.625,4,airport,1
DRV0081,CST0457,0.625,4,long_distance,1
DRV0041,CST0091,0.815,4,nightlife,1
DRV0172,CST0155,0.648,4,nightlife,1
DRV0113,CST0175,0.742,4,wedding,1
DRV0046,CST0099,0.741,4,nightlife,1
DRV0054,CST0157,0.821,4,long_distance,1
DRV0196,CST0271,0.89,5,event,1
DRV0076,CST0474,0.89,4,long_distance,1
DRV0172,CST0079,0.638,4,errand,1
DRV0196,CST0202,0.705,3,airport,1
DRV0156,CST0339,0.471,3,airport,1
DRV0132,CST0242,0.692,4,wedding,1
DRV0106,CST0399,0.919,5,wedding,1
DRV0067,CST0241,0.824,4,errand,1
DRV0078,CST0170,0.904,5,wedding,1
DRV0190,CST0161,0.611,4,event,1
DRV0144,CST0201,0.547,3,event,1
DRV0103,CST0028,0.627,4,event,1
DRV0035,CST0499,0.826,5,event,1
DRV0004,CST0419,0.566,3,wedding,1
DRV0169,CST0366,0.64,4,errand,1
DRV0095,CST0012,0.682,3,errand,1
DRV0097,CST0166,0.55,4,long_distance,1
DRV0051,CST0408,0.447,3,airport,1
DRV0112,CST0438,0.807,4,errand,1
DRV0062,CST0082,0.718,4,errand,1
DRV0184,CST0303,1.0,5,event,0
DRV0011,CST0399,0.774,4,wedding,1
DRV0180,CST0249,0.616,4,airport,1
DRV0155,CST0300,0.552,3,event,1
DRV0014,CST0327,0.72,4,errand,1
DRV0094,CST0224,0.743,4,errand,1
DRV0034,CST0450,0.627,4,wedding,1
DRV0198,CST0375,0.569,3,event,1
DRV0038,CST0301,0.633,4,errand,1
DRV0143,CST0045,0.946,5,event,1
DRV0146,CST0279,0.734,4,wedding,1
DRV0135,CST0418,0.551,3,errand,1
DRV0035,CST0395,0.882,4,nightlife,1
DRV0179,CST0364,0.855,4,wedding,1
DRV0092,CST0463,0.579,3,event,1
DRV0054,CST0094,0.85,4,errand,1
DRV0117,CST0185,0.937,5,errand,1
DRV0180,CST0132,0.759,4,errand,1
DRV0005,CST0071,0.684,3,nightlife,1
DRV0109,CST0202,0.527,4,event,1
DRV0135,CST0030,0.532,3,long_distance,1
DRV0144,CST0223,0.681,4,nightlife,0
DRV0083,CST0404,0.844,4,long_distance,1
DRV0147,CST0170,0.657,4,wedding,1
DRV0019,CST0289,0.79,4,nightlife,0
DRV0199,CST0057,0.698,4,long_distance,1
DRV0131,CST0433,0.765,4,nightlife,1
DRV0119,CST0312,0.476,3,wedding,0
DRV0192,CST0037,0.966,5,wedding,1
DRV0070,CST0238,0.743,4,event,1
DRV0189,CST0077,0.63,3,wedding,1
DRV0046,CST0331,0.953,5,long_distance,1
DRV0135,CST0399,0.675,4,wedding,1
DRV0110,CST0455,0.759,4,nightlife,1
DRV0075,CST0003,0.992,5,long_distance,1
DRV0004,CST0004,0.708,4,airport,1
DRV0038,CST0132,0.603,3,airport,1
DRV0196,CST0167,0.764,4,long_distance,1
DRV0170,CST0102,0.736,4,long_distance,1
DRV0183,CST0444,0.459,3,long_distance,1
DRV0197,CST0075,0.562,3,airport,1
DRV0025,CST0013,0.665,3,long_distance,1
DRV0010,CST0399,0.648,3,airport,1
DRV0017,CST0167,0.614,3,errand,1
DRV0168,CST0106,0.853,5,airport,1
DRV0108,CST0138,0.815,4,airport,0
DRV0055,CST0395,0.911,4,errand,1
DRV0112,CST0063,0.441,3,event,1
DRV0190,CST0437,0.915,5,wedding,1
DRV0012,CST0228,0.768,4,event,1
DRV0052,CST0394,0.873,4,event,1
DRV0031,CST0047,0.748,4,airport,1
DRV0148,CST0370,0.697,4,long_distance,1
DRV0193,CST0107,0.812,5,nightlife,0
DRV0189,CST0309,0.465,3,errand,1
DRV0081,CST0212,0.614,4,airport,1
DRV0023,CST0409,0.967,5,long_distance,1
DRV0065,CST0260,0.698,4,nightlife,0
DRV0004,CST0003,0.715,4,event,1
DRV0102,CST0492,0.565,3,nightlife,1
DRV0079,CST0428,0.598,4,nightlife,1
DRV0166,CST0153,0.627,3,airport,0
DRV0021,CST0333,0.584,3,wedding,1
DRV0120,CST0008,0.842,5,errand,1
DRV0082,CST0023,0.517,3,airport,1
DRV0045,CST0289,0.708,4,nightlife,1
DRV0039,CST0071,0.701,4,wedding,1
DRV0009,CST0031,0.668,4,long_distance,1
DRV0189,CST0338,0.47,2,errand,1
DRV0106,CST0421,0.576,4,airport,1
DRV0044,CST0479,0.955,5,long_distance,0
DRV0189,CST0414,0.794,4,wedding,1
DRV0028,CST0402,0.754,4,airport,1
DRV0052,CST0156,0.719,4,event,1
DRV0067,CST0318,0.998,5,errand,1
DRV0006,CST0169,0.892,4,nightlife,1
DRV0008,CST0376,0.602,4,airport,1
DRV0011,CST0276,0.703,4,event,1
DRV0184,CST0268,0.662,4,airport,1
DRV0003,CST0178,0.587,3,airport,1
DRV0016,CST0057,0.711,4,event,1
DRV0106,CST0438,0.764,4,long_distance,1
DRV0154,CST0414,0.842,4,wedding,1
DRV0121,CST0240,0.793,4,errand,1
DRV0168,CST0276,0.845,5,errand,0
DRV0171,CST0366,0.673,4,nightlife,1
DRV0191,CST0425,0.739,4,long_distance,1
DRV0056,CST0263,0.708,4,airport,1
DRV0036,CST0115,0.898,4,wedding,1
DRV0024,CST0367,0.569,3,event,1
DRV0157,CST0053,0.627,4,airport,1
DRV0047,CST0373,0.665,4,wedding,1
DRV0181,CST0498,0.677,3,event,1
DRV0133,CST0264,0.653,3,long_distance,0
DRV0068,CST0389,0.695,4,airport,1
DRV0095,CST0338,0.556,3,airport,1
DRV0008,CST0382,0.649,4,event,1
DRV0050,CST0093,0.612,3,nightlife,1
DRV0008,CST0427,0.564,3,airport,1
DRV0082,CST0005,0.588,3,long_distance,1
DRV0088,CST0096,0.453,3,wedding,1
DRV0147,CST0207,0.638,3,event,0
DRV0116,CST0318,0.753,4,errand,1
DRV0030,CST0381,0.575,4,errand,1
DRV0131,CST0473,0.68,4,errand,1
DRV0047,CST0130,0.759,4,errand,1
DRV0124,CST0395,0.741,4,long_distance,1
DRV0024,CST0342,0.738,4,errand,1
DRV0067,CST0032,0.718,4,errand,1
DRV0006,CST0493,0.714,4,long_distance,1
DRV0058,CST0499,0.668,4,event,1
DRV0030,CST0281,0.656,4,wedding,1
DRV0088,CST0157,0.645,4,event,1
DRV0021,CST0494,0.77,4,long_distance,1
DRV0130,CST0099,0.772,4,airport,1
DRV0056,CST0397,0.729,4,nightlife,1
DRV0190,CST0181,0.585,3,long_distance,1
DRV0038,CST0288,0.772,4,long_distance,1
DRV0136,CST0185,0.787,5,long_distance,1
DRV0135,CST0085,0.666,4,errand,1
DRV0174,CST0084,0.824,4,wedding,1
DRV0158,CST0115,0.773,4,wedding,1
DRV0156,CST0217,0.69,4,airport,1
DRV0102,CST0151,0.72,4,event,1
DRV0107,CST0457,0.906,5,event,1
DRV0034,CST0369,0.8,4,errand,1
DRV0064,CST0362,0.54,3,long_distance,1
DRV0053,CST0472,0.572,3,wedding,1
DRV0017,CST0030,0.555,3,event,1
DRV0123,CST0421,0.689,4,airport,1
DRV0062,CST0200,0.946,5,airport,1
DRV0100,CST0302,0.617,3,airport,1
DRV0089,CST0036,0.828,4,airport,0
DRV0070,CST0071,0.564,3,event,1
DRV0189,CST0299,0.432,2,wedding,1
DRV0113,CST0072,0.723,4,wedding,1
DRV0083,CST0005,0.877,4,wedding,1
DRV0079,CST0268,0.931,4,nightlife,1
DRV0153,CST0241,0.821,4,airport,1
DRV0076,CST0420,1.0,5,nightlife,1
DRV0156,CST0232,0.681,4,airport,1
DRV0193,CST0466,0.789,4,wedding,1
DRV0069,CST0486,0.709,3,nightlife,1
DRV0065,CST0057,0.541,4,wedding,1
DRV0149,CST0086,0.634,3,wedding,1
DRV0124,CST0388,0.607,3,errand,1
DRV0026,CST0045,0.447,3,wedding,1
