trip_id,datetime,date,month,hour,neighborhood,car_type,trip_type,distance_km,fare_usd,driver_rating,completed
T04094,2024-03-10 03:15,2024-03-10,3,3,Wynwood,SUV,nightlife,7.9,41.74,4,0
T04095,2024-05-26 14:08,2024-05-26,5,14,South Beach,SUV,wedding,15.7,48.77,4,1
T04096,2024-05-02 01:30,2024-05-02,5,1,Little Havana,SUV,errand,23.7,43.04,4,1
T04097,2024-05-12 11:12,2024-05-12,5,11,Coconut Grove,Sedan,wedding,12.2,30.29,4,1
T04098,2024-04-15 11:21,2024-04-15,4,11,Downtown,Minivan,long_distance,8.0,38.32,4,1
T04099,2024-02-02 01:15,2024-02-02,2,1,South Beach,Sedan,nightlife,6.4,24.46,5,1
T04100,2024-05-25 13:54,2024-05-25,5,13,Coconut Grove,Luxury,event,10.5,16.08,5,1
T04101,2024-02-07 23:39,2024-02-07,2,23,Coral Gables,Luxury,long_distance,2.1,17.71,5,1
T04102,2024-01-08 04:57,2024-01-08,1,4,Little Havana,SUV,nightlife,3.4,30.44,5,1
T04103,2024-01-30 06:46,2024-01-30,1,6,Downtown,Minivan,errand,3.0,55.43,4,1
T04104,2024-04-01 16:45,2024-04-01,4,16,Doral,SUV,event,7.9,42.06,5,1
T04105,2024-05-29 10:40,2024-05-29,5,10,Downtown,Sedan,nightlife,7.4,35.8,5,1
T04106,2024-04-20 02:59,2024-04-20,4,2,Doral,Sedan,long_distance,15.7,30.16,5,1
T04107,2024-01-18 08:45,2024-01-18,1,8,Little Havana,Sedan,long_distance,9.5,43.92,5,1
T04108,2024-03-07 22:20,2024-03-07,3,22,Midtown,Luxury,event,2.3,61.23,4,1
T04109,2024-01-19 07:59,2024-01-19,1,7,Aventura,Convertible,long_distance,17.1,43.03,5,1
T04110,2024-02-22 09:56,2024-02-22,2,9,Wynwood,Sedan,airport,20.0,41.4,5,1
T04111,2024-02-10 21:47,2024-02-10,2,21,Wynwood,Luxury,nightlife,1.6,29.4,5,1
T04112,2024-02-19 09:29,2024-02-19,2,9,Coconut Grove,Sedan,airport,6.8,42.55,4,1
T04113,2024-02-23 20:06,2024-02-23,2,20,South Beach,Luxury,errand,4.3,44.21,5,1
T04114,2024-04-25 22:37,2024-04-25,4,22,Midtown,SUV,long_distance,21.7,22.9,4,1
T04115,2024-06-21 21:25,2024-06-21,6,21,Aventura,Sedan,nightlife,4.7,52.54,5,1
T04116,2024-06-15 10:45,2024-06-15,6,10,Wynwood,Luxury,long_distance,4.5,19.61,4,1
T04117,2024-04-07 18:03,2024-04-07,4,18,Wynwood,Sedan,wedding,11.2,23.51,4,1
T04118,2024-06-18 15:28,2024-06-18,6,15,Coconut Grove,Sedan,nightlife,20.3,82.68,5,1
T04119,2024-02-18 01:19,2024-02-18,2,1,Coral Gables,Luxury,errand,2.4,36.51,5,1
T04120,2024-02-28 17:50,2024-02-28,2,17,Little Havana,Sedan,nightlife,2.6,51.11,5,1
T04121,2024-05-23 19:17,2024-05-23,5,19,Midtown,Luxury,event,11.7,54.25,5,1
T04122,2024-04-24 10:46,2024-04-24,4,10,Wynwood,SUV,airport,3.9,48.52,5,1
T04123,2024-05-13 04:39,2024-05-13,5,4,Coral Gables,SUV,nightlife,1.7,30.37,5,1
T04124,2024-02-04 10:25,2024-02-04,2,10,Doral,Convertible,nightlife,7.9,33.34,4,1
T04125,2024-01-03 07:01,2024-01-03,1,7,Coral Gables,Sedan,airport,1.7,40.9,4,1
T04126,2024-04-29 14:04,2024-04-29,4,14,Brickell,Sedan,wedding,2.2,19.52,5,1
T04127,2024-04-26 11:59,2024-04-26,4,11,South Beach,Minivan,event,9.2,43.74,5,1
T04128,2024-02-06 15:39,2024-02-06,2,15,Doral,Luxury,errand,11.9,31.15,4,1
T04129,2024-03-21 07:57,2024-03-21,3,7,South Beach,Minivan,airport,3.1,50.57,4,1
T04130,2024-04-04 06:03,2024-04-04,4,6,Brickell,Sedan,airport,15.5,47.35,5,1
T04131,2024-05-28 17:49,2024-05-28,5,17,Coconut Grove,SUV,event,10.3,36.0,4,1
T04132,2024-01-08 06:17,2024-01-08,1,6,Wynwood,Luxury,nightlife,3.0,37.99,5,1
T04133,2024-03-16 14:04,2024-03-16,3,14,Doral,SUV,wedding,3.3,19.99,5,1
T04134,2024-01-05 02:29,2024-01-05,1,2,Wynwood,Sedan,airport,8.9,28.7,4,1
T04135,2024-02-03 09:03,2024-02-03,2,9,Little Havana,Sedan,nightlife,3.0,55.24,5,1
T04136,2024-04-15 08:42,2024-04-15,4,8,Aventura,Sedan,event,6.5,53.11,5,1
T04137,2024-01-27 15:41,2024-01-27,1,15,Downtown,SUV,errand,17.2,49.75,5,1
T04138,2024-04-15 03:39,2024-04-15,4,3,Doral,Luxury,airport,7.8,49.48,5,1
T04139,2024-01-13 12:23,2024-01-13,1,12,Aventura,Sedan,airport,8.2,62.59,4,1
T04140,2024-04-22 04:50,2024-04-22,4,4,Downtown,Sedan,wedding,2.5,20.59,5,1
T04141,2024-05-09 02:11,2024-05-09,5,2,Wynwood,Sedan,errand,12.5,34.72,4,1
T04142,2024-05-29 22:21,2024-05-29,5,22,Midtown,Sedan,event,2.7,25.12,5,1
T04143,2024-03-13 22:16,2024-03-13,3,22,Aventura,Sedan,wedding,6.6,58.94,4,1
T04144,2024-03-04 15:15,2024-03-04,3,15,Coral Gables,Sedan,event,9.9,42.79,4,1
T04145,2024-01-20 05:06,2024-01-20,1,5,Wynwood,SUV,nightlife,8.3,68.21,4,1
T04146,2024-01-13 03:33,2024-01-13,1,3,Downtown,SUV,long_distance,2.6,45.5,5,1
T04147,2024-06-27 11:44,2024-06-27,6,11,Aventura,SUV,event,8.5,39.53,5,1
T04148,2024-06-06 01:42,2024-06-06,6,1,Brickell,Sedan,event,9.0,25.46,5,1
T04149,2024-05-04 09:44,2024-05-04,5,9,South Beach,Minivan,wedding,16.7,48.32,5,0
T04150,2024-06-02 04:22,2024-06-02,6,4,Brickell,Sedan,long_distance,1.9,47.8,4,0
T04151,2024-06-07 08:44,2024-06-07,6,8,Little Havana,Luxury,airport,4.5,55.02,5,1
T04152,2024-01-29 15:06,2024-01-29,1,15,Wynwood,Minivan,airport,2.2,30.23,5,1
T04153,2024-05-06 12:47,2024-05-06,5,12,Coconut Grove,Sedan,airport,5.0,45.0,4,1
T04154,2024-04-26 05:10,2024-04-26,4,5,South Beach,Sedan,errand,16.5,39.38,5,1
T04155,2024-02-08 04:07,2024-02-08,2,4,Midtown,Sedan,airport,15.6,52.31,5,1
T04156,2024-03-23 21:51,2024-03-23,3,21,Coconut Grove,Minivan,long_distance,16.4,53.22,5,1
T04157,2024-04-07 06:58,2024-04-07,4,6,Coral Gables,Sedan,wedding,4.0,50.91,4,1
T04158,2024-06-26 17:52,2024-06-26,6,17,Coral Gables,SUV,airport,3.5,46.34,4,0
T04159,2024-03-16 09:28,2024-03-16,3,9,South Beach,SUV,errand,9.8,42.67,5,1
T04160,2024-05-12 15:32,2024-05-12,5,15,Doral,Sedan,long_distance,6.9,30.83,4,1
T04161,2024-01-04 08:29,2024-01-04,1,8,South Beach,Sedan,airport,2.9,45.79,4,1
T04162,2024-04-05 19:43,2024-04-05,4,19,Midtown,Sedan,long_distance,6.7,47.9,5,1
T04163,2024-01-19 19:49,2024-01-19,1,19,Little Havana,SUV,airport,5.0,52.16,5,1
T04164,2024-04-24 15:16,2024-04-24,4,15,Doral,Sedan,wedding,11.3,37.76,5,1
T04165,2024-04-11 13:40,2024-04-11,4,13,Coral Gables,Sedan,airport,3.1,52.4,4,0
T04166,2024-06-02 23:20,2024-06-02,6,23,Midtown,Convertible,airport,9.9,31.53,5,1
T04167,2024-04-25 15:30,2024-04-25,4,15,Little Havana,Luxury,airport,4.2,37.69,4,1
T04168,2024-04-01 18:09,2024-04-01,4,18,South Beach,Convertible,event,7.3,34.09,4,1
T04169,2024-04-12 11:34,2024-04-12,4,11,Brickell,Minivan,airport,1.9,49.04,5,1
T04170,2024-02-04 00:41,2024-02-04,2,0,Little Havana,Luxury,long_distance,20.0,32.53,4,1
T04171,2024-02-10 04:37,2024-02-10,2,4,Coconut Grove,Minivan,nightlife,13.6,17.13,5,1
T04172,2024-04-15 06:02,2024-04-15,4,6,Wynwood,Sedan,long_distance,13.7,35.98,4,1
T04173,2024-06-19 22:37,2024-06-19,6,22,Midtown,SUV,airport,6.3,29.03,5,1
T04174,2024-04-28 21:46,2024-04-28,4,21,Wynwood,Sedan,wedding,3.0,55.25,4,1
T04175,2024-06-08 23:18,2024-06-08,6,23,Wynwood,SUV,nightlife,9.8,56.78,5,1
T04176,2024-01-20 10:42,2024-01-20,1,10,Coconut Grove,Sedan,long_distance,16.1,46.24,4,1
T04177,2024-06-14 21:35,2024-06-14,6,21,Little Havana,Convertible,nightlife,7.8,43.38,4,1
T04178,2024-01-28 07:41,2024-01-28,1,7,Aventura,SUV,nightlife,3.6,34.25,4,1
T04179,2024-05-26 17:54,2024-05-26,5,17,Coral Gables,SUV,wedding,4.3,21.22,4,1
T04180,2024-01-17 20:05,2024-01-17,1,20,Wynwood,Sedan,airport,1.9,38.34,5,1
T04181,2024-02-14 02:23,2024-02-14,2,2,Coconut Grove,Sedan,long_distance,5.2,44.5,5,1
T04182,2024-01-29 22:23,2024-01-29,1,22,Aventura,Sedan,airport,7.5,38.45,5,1
T04183,2024-05-19 13:34,2024-05-19,5,13,Downtown,Convertible,event,49.4,19.45,4,1
T04184,2024-01-03 03:48,2024-01-03,1,3,Doral,SUV,nightlife,5.0,56.68,4,1
T04185,2024-03-08 17:34,2024-03-08,3,17,South Beach,SUV,event,34.5,39.65,4,1
T04186,2024-03-19 04:53,2024-03-19,3,4,South Beach,Sedan,nightlife,5.0,41.17,5,1
T04187,2024-02-15 18:59,2024-02-15,2,18,Aventura,SUV,event,11.3,56.05,5,1
T04188,2024-05-14 15:15,2024-05-14,5,15,Little Havana,Sedan,long_distance,4.0,29.73,4,1
T04189,2024-04-09 20:25,2024-04-09,4,20,Coconut Grove,Minivan,event,11.2,40.5,5,1
T04190,2024-01-31 19:27,2024-01-31,1,19,Wynwood,SUV,airport,6.5,21.7,4,1
T04191,2024-02-16 03:39,2024-02-16,2,3,Wynwood,Sedan,wedding,1.6,34.67,4,0
T04192,2024-02-07 05:04,2024-02-07,2,5,Coral Gables,Sedan,airport,9.0,26.33,4,1
T04193,2024-06-25 02:02,2024-06-25,6,2,Coconut Grove,SUV,airport,54.4,41.81,4,1
T04194,2024-05-16 06:50,2024-05-16,5,6,Brickell,Sedan,errand,4.3,53.88,5,1
T04195,2024-05-10 18:49,2024-05-10,5,18,Brickell,SUV,nightlife,12.6,15.93,4,1
T04196,2024-06-06 14:09,2024-06-06,6,14,Midtown,Sedan,long_distance,5.1,26.43,4,1
T04197,2024-06-05 08:36,2024-06-05,6,8,Aventura,SUV,nightlife,5.8,22.69,4,1
T04198,2024-05-11 22:12,2024-05-11,5,22,Brickell,Sedan,wedding,13.4,55.37,4,1
T04199,2024-01-15 07:56,2024-01-15,1,7,Midtown,SUV,event,2.0,53.24,4,1
T04200,2024-06-25 23:10,2024-06-25,6,23,South Beach,Sedan,nightlife,9.1,40.47,5,1
T04201,2024-02-20 23:10,2024-02-20,2,23,Aventura,Minivan,errand,2.7,29.63,5,1
T04202,2024-04-11 06:55,2024-04-11,4,6,Brickell,Sedan,nightlife,9.9,61.4,5,1
T04203,2024-01-12 10:51,2024-01-12,1,10,Wynwood,Minivan,errand,7.4,69.18,5,1
T04204,2024-05-15 07:35,2024-05-15,5,7,South Beach,Sedan,errand,6.6,43.31,5,1
T04205,2024-02-11 13:53,2024-02-11,2,13,Doral,SUV,airport,6.6,25.32,4,1
T04206,2024-05-24 19:03,2024-05-24,5,19,South Beach,Sedan,event,10.7,28.92,5,1
T04207,2024-06-27 13:10,2024-06-27,6,13,Downtown,SUV,event,22.0,25.88,4,0
T04208,2024-02-28 05:54,2024-02-28,2,5,Aventura,SUV,airport,10.0,44.32,5,1
T04209,2024-05-08 19:57,2024-05-08,5,19,Midtown,Sedan,wedding,25.7,45.02,5,1
T04210,2024-02-22 06:52,2024-02-22,2,6,Downtown,Luxury,event,2.1,50.8,5,1
T04211,2024-01-22 16:21,2024-01-22,1,16,Brickell,Sedan,wedding,17.2,29.73,5,0
T04212,2024-04-13 05:25,2024-04-13,4,5,Downtown,SUV,nightlife,4.6,33.91,4,1
T04213,2024-05-21 09:49,2024-05-21,5,9,Brickell,Luxury,nightlife,8.6,25.44,5,0
T04214,2024-02-18 04:42,2024-02-18,2,4,Aventura,Sedan,airport,11.1,33.14,5,1
T04215,2024-02-27 22:38,2024-02-27,2,22,Wynwood,Minivan,nightlife,12.6,34.75,4,1
T04216,2024-05-10 23:14,2024-05-10,5,23,Little Havana,Luxury,airport,6.4,37.68,5,1
T04217,2024-06-02 23:54,2024-06-02,6,23,Brickell,Sedan,long_distance,1.9,35.46,4,1
T04218,2024-06-28 00:25,2024-06-28,6,0,Downtown,Sedan,event,11.6,51.13,5,1
T04219,2024-06-15 01:27,2024-06-15,6,1,Little Havana,Sedan,long_distance,6.9,49.02,5,1
T04220,2024-06-11 17:33,2024-06-11,6,17,Brickell,Luxury,wedding,2.4,35.75,5,1
T04221,2024-03-04 02:39,2024-03-04,3,2,Wynwood,Sedan,event,10.9,47.76,5,1
T04222,2024-04-14 03:29,2024-04-14,4,3,Aventura,SUV,wedding,8.1,50.74,5,1
T04223,2024-05-31 13:37,2024-05-31,5,13,Aventura,Minivan,wedding,8.5,52.4,5,1
T04224,2024-06-26 09:22,2024-06-26,6,9,Downtown,Convertible,airport,2.1,52.71,4,1
T04225,2024-01-05 22:52,2024-01-05,1,22,Wynwood,SUV,wedding,14.7,35.03,4,1
T04226,2024-04-04 22:52,2024-04-04,4,22,Midtown,Luxury,long_distance,21.4,46.09,4,1
T04227,2024-02-13 19:55,2024-02-13,2,19,Little Havana,SUV,long_distance,29.5,49.44,4,1
T04228,2024-02-05 10:28,2024-02-05,2,10,Coral Gables,Sedan,errand,25.9,42.77,4,1
T04229,2024-05-31 18:57,2024-05-31,5,18,Wynwood,SUV,errand,8.6,36.11,4,1
T04230,2024-06-03 08:42,2024-06-03,6,8,Midtown,Minivan,wedding,21.2,49.38,4,1
T04231,2024-04-23 23:19,2024-04-23,4,23,Wynwood,Luxury,long_distance,10.2,15.96,4,1
T04232,2024-01-06 14:17,2024-01-06,1,14,Downtown,Sedan,airport,3.6,18.46,5,1
T04233,2024-04-15 13:37,2024-04-15,4,13,Coconut Grove,Luxury,nightlife,13.6,34.84,5,1
T04234,2024-05-26 19:25,2024-05-26,5,19,Downtown,Sedan,nightlife,6.7,32.49,5,1
T04235,2024-05-21 19:29,2024-05-21,5,19,Coconut Grove,SUV,wedding,9.8,54.59,5,1
T04236,2024-03-06 17:22,2024-03-06,3,17,Doral,Luxury,long_distance,33.1,50.4,5,1
T04237,2024-03-11 02:32,2024-03-11,3,2,Coral Gables,Sedan,long_distance,5.3,60.58,5,1
T04238,2024-03-18 03:26,2024-03-18,3,3,Downtown,SUV,airport,27.3,43.64,5,1
T04239,2024-04-27 16:40,2024-04-27,4,16,Little Havana,SUV,airport,6.8,29.62,4,1
T04240,2024-05-28 17:51,2024-05-28,5,17,Aventura,Sedan,nightlife,7.4,51.18,5,0
T04241,2024-03-15 18:34,2024-03-15,3,18,South Beach,Convertible,errand,2.0,41.66,5,1
T04242,2024-01-03 19:10,2024-01-03,1,19,Aventura,Convertible,event,24.4,50.28,5,1
T04243,2024-03-24 05:07,2024-03-24,3,5,South Beach,Sedan,airport,5.4,62.02,5,1
T04244,2024-04-27 01:25,2024-04-27,4,1,Midtown,SUV,errand,11.5,47.25,5,1
T04245,2024-01-16 00:53,2024-01-16,1,0,Aventura,Sedan,airport,2.9,33.86,4,1
T04246,2024-03-05 11:33,2024-03-05,3,11,Brickell,Minivan,airport,8.6,21.2,4,1
T04247,2024-05-18 18:35,2024-05-18,5,18,Coral Gables,Minivan,wedding,6.0,29.04,4,1
T04248,2024-03-25 15:19,2024-03-25,3,15,Aventura,Sedan,long_distance,3.5,68.02,5,1
T04249,2024-06-01 23:30,2024-06-01,6,23,Coconut Grove,Sedan,wedding,13.9,51.61,4,0
T04250,2024-05-21 11:26,2024-05-21,5,11,Coral Gables,Minivan,nightlife,3.3,29.72,4,1
T04251,2024-04-24 11:58,2024-04-24,4,11,South Beach,SUV,nightlife,16.6,19.02,5,1
T04252,2024-01-12 21:22,2024-01-12,1,21,Midtown,SUV,wedding,7.5,36.29,4,1
T04253,2024-05-31 19:22,2024-05-31,5,19,Coral Gables,SUV,nightlife,6.2,30.66,4,1
T04254,2024-04-01 12:18,2024-04-01,4,12,Brickell,SUV,long_distance,5.8,50.65,4,1
T04255,2024-05-24 06:52,2024-05-24,5,6,Downtown,Sedan,long_distance,17.3,56.66,5,1
T04256,2024-03-16 13:28,2024-03-16,3,13,Doral,SUV,nightlife,11.7,60.06,4,1
T04257,2024-05-02 23:58,2024-05-02,5,23,South Beach,Luxury,wedding,2.2,42.78,4,1
T04258,2024-04-30 05:26,2024-04-30,4,5,South Beach,SUV,nightlife,10.0,37.96,4,1
T04259,2024-02-22 13:23,2024-02-22,2,13,Brickell,Minivan,nightlife,6.2,26.8,5,1
T04260,2024-03-16 09:16,2024-03-16,3,9,Wynwood,Luxury,long_distance,16.0,39.35,5,1
T04261,2024-01-12 12:30,2024-01-12,1,12,Coconut Grove,Sedan,wedding,3.6,48.78,5,1
T04262,2024-04-18 17:57,2024-04-18,4,17,Midtown,Sedan,errand,16.2,46.72,4,1
T04263,2024-01-10 12:09,2024-01-10,1,12,Wynwood,Sedan,nightlife,4.9,30.24,4,1
T04264,2024-03-29 19:38,2024-03-29,3,19,Midtown,Sedan,event,9.7,32.01,5,1
T04265,2024-04-18 05:11,2024-04-18,4,5,Wynwood,Sedan,nightlife,2.9,50.05,4,1
T04266,2024-03-25 07:13,2024-03-25,3,7,Coconut Grove,SUV,event,13.4,28.57,5,1
T04267,2024-03-07 15:19,2024-03-07,3,15,Downtown,Luxury,event,27.4,31.16,5,1
T04268,2024-03-14 21:50,2024-03-14,3,21,Little Havana,SUV,errand,6.8,31.25,4,1
T04269,2024-06-02 13:20,2024-06-02,6,13,Wynwood,Sedan,nightlife,6.9,59.04,4,1
T04270,2024-02-29 17:14,2024-02-29,2,17,Little Havana,Minivan,nightlife,3.6,41.26,4,1
T04271,2024-01-21 04:18,2024-01-21,1,4,Little Havana,SUV,wedding,4.4,36.45,4,1
T04272,2024-01-27 05:44,2024-01-27,1,5,Doral,Sedan,nightlife,13.6,39.28,4,1
T04273,2024-03-04 12:08,2024-03-04,3,12,Wynwood,Sedan,nightlife,17.6,54.71,4,0
T04274,2024-01-18 22:49,2024-01-18,1,22,Downtown,Luxury,airport,18.3,36.6,4,1
T04275,2024-06-12 04:40,2024-06-12,6,4,Downtown,SUV,event,21.9,19.12,4,1
T04276,2024-03-10 17:41,2024-03-10,3,17,Aventura,Sedan,wedding,3.6,49.81,4,1
T04277,2024-03-29 17:20,2024-03-29,3,17,Little Havana,SUV,long_distance,2.5,30.89,5,1
T04278,2024-02-16 18:42,2024-02-16,2,18,Coconut Grove,Sedan,airport,2.0,23.24,5,1
T04279,2024-03-29 04:45,2024-03-29,3,4,Little Havana,Sedan,nightlife,5.5,51.86,5,1
T04280,2024-05-08 10:31,2024-05-08,5,10,Little Havana,SUV,long_distance,6.7,20.32,4,1
T04281,2024-01-18 01:21,2024-01-18,1,1,South Beach,Luxury,long_distance,18.5,35.04,5,1
T04282,2024-01-13 11:19,2024-01-13,1,11,Doral,Minivan,nightlife,3.8,51.25,4,1
T04283,2024-04-26 09:17,2024-04-26,4,9,Downtown,Luxury,airport,17.4,55.23,5,1
T04284,2024-06-12 06:22,2024-06-12,6,6,Wynwood,Sedan,errand,5.8,13.21,4,1
T04285,2024-05-15 23:47,2024-05-15,5,23,Coconut Grove,Minivan,nightlife,2.8,34.15,5,1
T04286,2024-04-28 03:22,2024-04-28,4,3,Doral,Minivan,errand,14.1,43.45,5,1
T04287,2024-05-26 14:12,2024-05-26,5,14,Coconut Grove,Sedan,errand,21.9,34.64,5,1
T04288,2024-06-03 06:02,2024-06-03,6,6,Little Havana,Sedan,airport,8.5,48.35,5,1
T04289,2024-05-16 00:14,2024-05-16,5,0,Coral Gables,Sedan,nightlife,23.9,42.91,5,1
T04290,2024-04-17 02:55,2024-04-17,4,2,Brickell,SUV,wedding,2.4,34.29,4,1
T04291,2024-06-13 16:58,2024-06-13,6,16,Doral,Luxury,airport,16.6,36.98,4,1
T04292,2024-01-10 16:30,2024-01-10,1,16,Aventura,Sedan,long_distance,11.2,43.58,5,1
T04293,2024-05-22 02:22,2024-05-22,5,2,Wynwood,Luxury,event,6.1,48.11,5,1
T04294,2024-02-20 00:18,2024-02-20,2,0,Aventura,Minivan,event,23.0,50.36,4,1
T04295,2024-06-24 02:20,2024-06-24,6,2,Wynwood,Convertible,nightlife,10.6,47.4,5,1
T04296,2024-03-19 13:20,2024-03-19,3,13,Coral Gables,SUV,errand,19.0,15.23,5,1
T04297,2024-05-03 16:03,2024-05-03,5,16,Brickell,Luxury,long_distance,15.4,39.15,5,1
T04298,2024-01-28 11:27,2024-01-28,1,11,Downtown,Sedan,airport,2.5,45.37,4,1
T04299,2024-04-07 15:05,2024-04-07,4,15,Downtown,Sedan,event,2.5,54.76,5,1
T04300,2024-02-11 18:51,2024-02-11,2,18,Midtown,Luxury,long_distance,3.3,32.11,4,0
T04301,2024-03-20 07:13,2024-03-20,3,7,Midtown,Luxury,airport,6.9,49.04,4,1
T04302,2024-05-27 08:56,2024-05-27,5,8,Midtown,Sedan,wedding,16.2,57.27,4,1
T04303,2024-03-08 10:03,2024-03-08,3,10,Doral,SUV,long_distance,2.5,63.13,5,1
T04304,2024-01-08 22:02,2024-01-08,1,22,Brickell,Sedan,nightlife,11.7,40.12,5,1
T04305,2024-05-21 10:30,2024-05-21,5,10,Coral Gables,Sedan,long_distance,6.6,30.11,5,1
T04306,2024-02-29 21:45,2024-02-29,2,21,Little Havana,SUV,airport,9.1,62.66,4,1
T04307,2024-01-22 17:38,2024-01-22,1,17,Midtown,Minivan,wedding,15.5,40.02,4,1
T04308,2024-03-14 05:41,2024-03-14,3,5,Coconut Grove,Luxury,event,32.8,25.44,4,1
T04309,2024-05-11 16:19,2024-05-11,5,16,Doral,Sedan,wedding,6.4,50.91,4,1
T04310,2024-04-27 18:23,2024-04-27,4,18,Downtown,Sedan,airport,2.7,49.82,4,1
T04311,2024-04-04 15:21,2024-04-04,4,15,Doral,Luxury,errand,2.4,34.34,5,1
T04312,2024-02-02 16:47,2024-02-02,2,16,Brickell,Sedan,long_distance,6.1,44.8,5,1
T04313,2024-02-06 02:28,2024-02-06,2,2,Doral,Luxury,event,21.8,18.84,5,1
T04314,2024-06-04 21:57,2024-06-04,6,21,Brickell,SUV,airport,8.9,53.73,4,1
T04315,2024-05-18 06:40,2024-05-18,5,6,Doral,Minivan,event,6.9,40.64,5,1
T04316,2024-04-28 00:59,2024-04-28,4,0,Little Havana,Minivan,long_distance,6.4,35.78,4,1
T04317,2024-03-08 10:51,2024-03-08,3,10,Brickell,Convertible,errand,3.4,37.2,5,1
T04318,2024-02-22 13:31,2024-02-22,2,13,Wynwood,Sedan,long_distance,23.8,27.2,3,0
T04319,2024-05-13 03:05,2024-05-13,5,3,Wynwood,Sedan,wedding,7.0,57.36,5,1
T04320,2024-01-08 06:33,2024-01-08,1,6,Aventura,Sedan,errand,31.4,37.5,4,1
T04321,2024-05-17 03:49,2024-05-17,5,3,Brickell,Sedan,long_distance,7.7,44.44,4,1
T04322,2024-05-05 17:05,2024-05-05,5,17,Coconut Grove,Sedan,errand,9.9,27.69,4,1
T04323,2024-01-06 23:50,2024-01-06,1,23,Doral,SUV,wedding,14.0,41.21,5,1
T04324,2024-05-26 20:54,2024-05-26,5,20,Wynwood,Sedan,nightlife,41.9,41.23,5,1
T04325,2024-05-27 01:23,2024-05-27,5,1,Little Havana,SUV,airport,1.7,63.25,5,1
T04326,2024-04-18 13:37,2024-04-18,4,13,Coral Gables,Sedan,airport,1.7,46.36,5,1
T04327,2024-04-05 02:40,2024-04-05,4,2,Little Havana,SUV,wedding,7.0,33.48,5,1
T04328,2024-01-06 23:29,2024-01-06,1,23,South Beach,SUV,wedding,1.7,17.07,4,1
T04329,2024-02-02 21:25,2024-02-02,2,21,South Beach,Minivan,wedding,11.8,39.18,5,1
T04330,2024-02-01 18:15,2024-02-01,2,18,Doral,SUV,nightlife,3.5,51.41,5,1
T04331,2024-05-16 04:54,2024-05-16,5,4,Doral,Sedan,event,3.0,43.07,4,1
T04332,2024-06-14 10:22,2024-06-14,6,10,Brickell,SUV,airport,5.4,51.72,5,1
T04333,2024-01-11 18:03,2024-01-11,1,18,Aventura,SUV,errand,4.1,46.52,5,1
T04334,2024-01-26 16:45,2024-01-26,1,16,Brickell,Convertible,nightlife,8.4,46.19,5,1
T04335,2024-01-16 04:19,2024-01-16,1,4,Coral Gables,Sedan,wedding,28.1,45.66,4,1
T04336,2024-04-12 02:57,2024-04-12,4,2,Little Havana,SUV,wedding,8.1,42.76,5,1
T04337,2024-05-15 15:13,2024-05-15,5,15,Midtown,SUV,event,15.0,44.53,4,1
T04338,2024-04-22 02:13,2024-04-22,4,2,Little Havana,SUV,long_distance,10.6,31.2,5,1
T04339,2024-04-12 18:15,2024-04-12,4,18,Coral Gables,Sedan,errand,14.2,28.14,5,1
T04340,2024-06-07 01:45,2024-06-07,6,1,South Beach,SUV,wedding,24.1,37.26,5,1
T04341,2024-03-23 13:05,2024-03-23,3,13,Little Havana,Minivan,wedding,10.5,47.86,5,0
T04342,2024-04-25 21:15,2024-04-25,4,21,Brickell,Luxury,wedding,5.9,35.23,5,1
T04343,2024-04-08 12:15,2024-04-08,4,12,Doral,Convertible,event,25.9,44.85,4,1
T04344,2024-04-01 11:50,2024-04-01,4,11,Brickell,Sedan,nightlife,3.8,18.54,4,1
T04345,2024-03-04 12:43,2024-03-04,3,12,Doral,SUV,nightlife,10.3,50.23,4,1
T04346,2024-05-10 07:30,2024-05-10,5,7,Downtown,Sedan,airport,6.3,46.46,4,1
T04347,2024-02-10 17:38,2024-02-10,2,17,Midtown,Minivan,wedding,4.9,55.13,4,1
T04348,2024-01-02 10:58,2024-01-02,1,10,Coral Gables,Luxury,errand,6.4,48.26,4,1
T04349,2024-01-22 12:51,2024-01-22,1,12,Coconut Grove,SUV,errand,12.6,33.49,5,1
T04350,2024-06-23 13:04,2024-06-23,6,13,South Beach,Luxury,nightlife,10.0,33.16,4,1
T04351,2024-06-27 14:20,2024-06-27,6,14,Coral Gables,SUV,errand,24.2,46.56,5,1
T04352,2024-06-11 09:26,2024-06-11,6,9,Coconut Grove,Luxury,nightlife,4.7,58.22,5,0
T04353,2024-02-01 01:12,2024-02-01,2,1,Aventura,Sedan,long_distance,17.8,42.93,4,1
T04354,2024-05-05 06:00,2024-05-05,5,6,Coconut Grove,Minivan,airport,15.4,22.21,5,1
T04355,2024-02-23 13:08,2024-02-23,2,13,Aventura,Sedan,nightlife,5.0,31.91,5,1
T04356,2024-03-07 21:17,2024-03-07,3,21,Downtown,SUV,nightlife,15.0,34.63,4,1
T04357,2024-05-28 07:37,2024-05-28,5,7,Little Havana,SUV,airport,15.1,64.02,5,1
T04358,2024-05-27 13:36,2024-05-27,5,13,South Beach,Luxury,event,7.9,41.48,4,1
T04359,2024-03-07 22:48,2024-03-07,3,22,Doral,Convertible,wedding,7.8,35.7,4,0
T04360,2024-01-01 18:11,2024-01-01,1,18,Wynwood,Sedan,long_distance,4.8,51.0,4,1
