trip_id,datetime,hour,day_of_week,month,is_weekend,is_night,is_rush_hour,distance_km,pickup_neighborhood,dropoff_neighborhood,weather,weather_encoded,driver_supply_ratio,event_demand_multiplier,active_drivers,pending_requests,price_usd,demand_supply_ratio
TR03636,2023-01-05 09:52:00,9,3,1,0,0,1,4.46,Wynwood,Little Havana,sunny,0,0.8,1.0,64,92,23.64,1.42
TR03637,2023-02-02 10:11:00,10,3,2,0,0,0,3.47,Coconut Grove,Midtown,cloudy,1,0.9,1.6,72,46,24.56,0.63
TR03638,2023-12-05 06:59:00,6,1,12,0,0,0,5.53,Aventura,South Beach,sunny,0,0.77,1.0,61,17,24.02,0.27
TR03639,2023-09-20 18:55:00,18,2,9,0,0,1,14.0,Midtown,Downtown,sunny,0,0.83,1.5,66,29,53.28,0.43
TR03640,2023-05-30 08:55:00,8,1,5,0,0,1,2.1,Brickell,Downtown,cloudy,1,0.92,1.0,73,61,22.45,0.82
TR03641,2023-07-13 05:37:00,5,3,7,0,1,0,15.05,Midtown,Doral,sunny,0,0.61,1.0,48,13,32.94,0.27
TR03642,2023-06-08 07:13:00,7,3,6,0,0,1,11.28,Midtown,Wynwood,stormy,3,0.86,1.0,68,80,49.82,1.16
TR03643,2023-11-06 18:16:00,18,0,11,0,0,1,11.6,Midtown,Coconut Grove,sunny,0,0.22,1.0,17,120,45.74,6.67
TR03644,2023-06-24 01:39:00,1,5,6,1,1,0,2.74,Doral,Doral,sunny,0,0.77,1.0,61,79,31.87,1.27
TR03645,2023-01-15 22:02:00,22,6,1,1,1,0,5.17,Aventura,Doral,sunny,0,0.59,1.6,47,75,49.12,1.56
TR03646,2023-06-24 15:14:00,15,5,6,1,0,0,9.39,Doral,South Beach,sunny,0,0.7,1.0,56,73,31.97,1.28
TR03647,2023-04-30 21:45:00,21,6,4,1,0,0,6.95,Brickell,Brickell,sunny,0,0.86,1.0,68,74,29.41,1.07
TR03648,2023-11-01 13:42:00,13,2,11,0,0,0,3.09,Wynwood,Coconut Grove,sunny,0,0.88,1.0,70,54,19.27,0.76
TR03649,2023-05-22 23:32:00,23,0,5,0,1,0,2.33,Coconut Grove,Doral,sunny,0,0.78,1.0,62,101,28.15,1.6
TR03650,2023-12-10 19:46:00,19,6,12,1,0,1,14.4,Little Havana,Downtown,cloudy,1,0.7,1.0,56,47,52.91,0.82
TR03651,2023-11-22 22:36:00,22,2,11,0,1,0,3.53,Aventura,Brickell,cloudy,1,0.62,1.0,49,112,32.71,2.24
TR03652,2023-10-31 01:11:00,1,1,10,0,1,0,10.38,Downtown,Doral,cloudy,1,0.84,1.6,67,64,56.59,0.94
TR03653,2023-10-03 19:42:00,19,1,10,0,0,1,5.07,Brickell,Wynwood,cloudy,1,0.74,1.0,59,43,30.17,0.72
TR03654,2023-09-28 17:12:00,17,3,9,0,0,1,12.47,Downtown,Brickell,sunny,0,0.83,1.0,66,64,39.02,0.96
TR03655,2023-01-08 10:48:00,10,6,1,1,0,0,21.09,Coconut Grove,Coconut Grove,sunny,0,0.33,1.0,26,47,59.31,1.74
TR03656,2023-02-20 08:50:00,8,0,2,0,0,1,5.18,Midtown,Downtown,sunny,0,0.73,1.0,58,102,26.85,1.73
TR03657,2023-03-23 16:25:00,16,3,3,0,0,0,14.76,Wynwood,Coral Gables,sunny,0,0.51,1.6,40,86,51.16,2.1
TR03658,2023-01-16 06:33:00,6,0,1,0,0,0,5.48,Midtown,Aventura,sunny,0,0.95,1.0,76,19,23.32,0.25
TR03659,2023-02-11 18:15:00,18,5,2,1,0,1,5.56,Downtown,Aventura,sunny,0,0.64,1.0,51,15,30.75,0.29
TR03660,2023-05-21 10:36:00,10,6,5,1,0,0,2.22,South Beach,Doral,sunny,0,0.4,2.2,32,89,35.3,2.7
TR03661,2023-10-21 20:54:00,20,5,10,1,0,0,24.67,Downtown,Doral,rainy,2,0.63,1.5,50,11,88.44,0.22
TR03662,2023-07-09 10:09:00,10,6,7,1,0,0,10.95,Aventura,Midtown,sunny,0,0.73,1.0,58,59,35.0,1.0
TR03663,2023-10-27 06:14:00,6,4,10,0,0,0,16.2,Little Havana,Aventura,cloudy,1,0.82,1.0,65,73,40.76,1.11
TR03664,2023-01-11 23:29:00,23,2,1,0,1,0,5.8,South Beach,Little Havana,cloudy,1,0.73,1.0,58,29,37.93,0.49
TR03665,2023-03-06 21:25:00,21,0,3,0,0,0,10.97,Brickell,Brickell,sunny,0,0.28,2.8,22,78,67.06,3.39
TR03666,2023-05-04 18:05:00,18,3,5,0,0,1,15.82,Aventura,Wynwood,cloudy,1,0.8,2.2,64,114,70.27,1.75
TR03667,2023-10-21 15:19:00,15,5,10,1,0,0,16.59,Little Havana,Little Havana,sunny,0,0.58,1.6,46,20,57.63,0.43
TR03668,2023-05-05 23:27:00,23,4,5,0,1,0,8.95,South Beach,Aventura,sunny,0,0.79,2.2,63,46,69.95,0.72
TR03669,2023-10-01 03:54:00,3,6,10,1,1,0,4.99,Coconut Grove,Little Havana,rainy,2,0.95,1.5,76,12,28.56,0.16
TR03670,2023-03-11 09:13:00,9,5,3,1,0,1,5.91,Brickell,Little Havana,sunny,0,0.91,1.0,72,94,31.34,1.29
TR03671,2023-09-29 15:13:00,15,4,9,0,0,0,8.6,Midtown,Wynwood,sunny,0,0.61,1.0,48,61,29.74,1.24
TR03672,2023-02-10 06:44:00,6,4,2,0,0,0,11.07,Doral,Midtown,sunny,0,0.87,1.0,69,77,31.72,1.1
TR03673,2023-05-06 06:22:00,6,5,5,1,0,0,4.42,Doral,South Beach,sunny,0,0.82,1.0,65,95,23.48,1.44
TR03674,2023-01-04 20:21:00,20,2,1,0,0,0,8.09,Midtown,Brickell,cloudy,1,0.76,1.0,60,51,27.62,0.84
TR03675,2023-11-21 09:28:00,9,1,11,0,0,1,13.05,Little Havana,Midtown,cloudy,1,0.67,1.5,53,110,49.86,2.04
TR03676,2023-07-12 07:37:00,7,2,7,0,0,1,3.64,Downtown,Doral,cloudy,1,0.57,1.0,45,28,26.02,0.61
TR03677,2023-07-02 11:50:00,11,6,7,1,0,0,14.92,Brickell,Brickell,sunny,0,0.81,1.0,64,53,45.18,0.82
TR03678,2023-05-29 07:25:00,7,0,5,0,0,1,10.14,Doral,South Beach,sunny,0,0.87,1.0,69,89,33.91,1.27
TR03679,2023-03-10 16:58:00,16,4,3,0,0,0,3.19,Downtown,South Beach,cloudy,1,0.54,1.0,43,114,19.81,2.59
TR03680,2023-03-23 17:38:00,17,3,3,0,0,1,12.21,Midtown,Midtown,cloudy,1,0.59,1.0,47,5,43.51,0.1
TR03681,2023-06-25 07:18:00,7,6,6,1,0,1,5.96,Wynwood,Aventura,cloudy,1,0.92,1.0,73,15,30.54,0.2
TR03682,2023-07-13 08:16:00,8,3,7,0,0,1,3.28,Brickell,Midtown,sunny,0,0.81,1.0,64,14,25.79,0.22
TR03683,2023-01-18 03:39:00,3,2,1,0,1,0,30.82,Downtown,Little Havana,sunny,0,0.85,1.0,68,86,54.14,1.25
TR03684,2023-04-15 10:34:00,10,5,4,1,0,0,18.19,Coconut Grove,Midtown,cloudy,1,0.69,1.0,55,111,49.0,1.98
TR03685,2023-05-16 01:23:00,1,1,5,0,1,0,14.62,South Beach,Coral Gables,sunny,0,0.88,1.0,70,90,57.77,1.27
TR03686,2023-10-14 17:00:00,17,5,10,1,0,1,23.61,Coral Gables,South Beach,cloudy,1,0.6,1.6,48,38,97.28,0.78
TR03687,2023-03-15 15:26:00,15,2,3,0,0,0,1.52,Aventura,Brickell,cloudy,1,0.7,1.6,56,38,21.59,0.67
TR03688,2023-11-21 08:43:00,8,1,11,0,0,1,7.76,Doral,Coral Gables,rainy,2,0.83,1.5,66,80,43.55,1.19
TR03689,2023-06-12 06:59:00,6,0,6,0,0,0,2.89,South Beach,Doral,sunny,0,0.84,1.0,67,57,19.23,0.84
TR03690,2023-10-22 01:26:00,1,6,10,1,1,0,6.86,Doral,South Beach,cloudy,1,0.71,1.0,56,77,44.06,1.35
TR03691,2023-03-30 05:32:00,5,3,3,0,1,0,7.21,Doral,Aventura,cloudy,1,0.46,1.0,36,63,22.75,1.7
TR03692,2023-05-19 10:48:00,10,4,5,0,0,0,2.78,Brickell,Coral Gables,sunny,0,0.88,1.0,70,111,21.09,1.56
TR03693,2023-06-18 17:47:00,17,6,6,1,0,1,11.11,Downtown,Wynwood,rainy,2,0.64,1.0,51,113,52.28,2.17
TR03694,2023-09-09 03:29:00,3,5,9,1,1,0,2.21,Coral Gables,South Beach,rainy,2,0.6,1.0,48,87,24.02,1.78
TR03695,2023-08-06 17:35:00,17,6,8,1,0,1,3.37,Brickell,Brickell,sunny,0,0.76,1.0,60,101,30.6,1.66
TR03696,2023-07-16 08:49:00,8,6,7,1,0,1,32.79,South Beach,Coral Gables,sunny,0,0.4,1.0,32,44,99.62,1.33
TR03697,2023-04-17 18:32:00,18,0,4,0,0,1,5.72,Brickell,Aventura,sunny,0,0.7,1.0,56,68,32.11,1.19
TR03698,2023-04-16 17:30:00,17,6,4,1,0,1,20.0,Little Havana,Aventura,cloudy,1,0.85,1.0,68,33,58.86,0.48
TR03699,2023-04-30 06:25:00,6,6,4,1,0,0,13.84,Downtown,Downtown,sunny,0,0.38,1.0,30,6,43.58,0.19
TR03700,2023-05-09 03:14:00,3,1,5,0,1,0,5.57,Doral,South Beach,sunny,0,0.92,1.0,73,84,19.8,1.14
TR03701,2023-02-27 11:12:00,11,0,2,0,0,0,19.69,Midtown,South Beach,sunny,0,0.87,1.0,69,28,45.32,0.4
TR03702,2023-10-07 04:25:00,4,5,10,1,1,0,5.65,Coconut Grove,Wynwood,sunny,0,0.79,1.6,63,10,27.0,0.16
TR03703,2023-05-15 02:41:00,2,0,5,0,1,0,3.41,Coral Gables,Brickell,sunny,0,0.67,1.0,53,83,32.65,1.54
TR03704,2023-01-18 23:41:00,23,2,1,0,1,0,7.73,Downtown,Wynwood,sunny,0,0.62,1.0,49,5,41.96,0.1
TR03705,2023-05-18 08:04:00,8,3,5,0,0,1,42.44,Downtown,Doral,sunny,0,0.76,2.2,60,112,139.81,1.84
TR03706,2023-12-27 08:06:00,8,2,12,0,0,1,6.65,Coral Gables,Aventura,sunny,0,0.94,1.0,75,87,29.17,1.14
TR03707,2023-02-08 01:39:00,1,2,2,0,1,0,12.56,Doral,Coconut Grove,sunny,0,0.96,1.0,76,17,49.82,0.22
TR03708,2023-11-21 04:09:00,4,1,11,0,1,0,5.53,Downtown,South Beach,sunny,0,0.82,1.0,65,80,19.81,1.21
TR03709,2023-10-13 15:09:00,15,4,10,0,0,0,8.71,Doral,Midtown,sunny,0,0.63,1.0,50,31,28.18,0.61
TR03710,2023-04-04 05:23:00,5,1,4,0,1,0,20.55,Downtown,Coconut Grove,sunny,0,0.75,1.6,60,106,49.21,1.74
TR03711,2023-03-15 05:18:00,5,2,3,0,1,0,2.35,Coral Gables,Wynwood,sunny,0,0.95,2.8,76,58,27.79,0.75
TR03712,2023-02-21 03:34:00,3,1,2,0,1,0,8.22,South Beach,South Beach,sunny,0,0.6,1.0,48,29,25.42,0.59
TR03713,2023-06-06 12:33:00,12,1,6,0,0,0,9.17,Midtown,Brickell,sunny,0,0.84,1.0,67,93,30.06,1.37
TR03714,2023-07-15 06:03:00,6,5,7,1,0,0,5.05,Downtown,South Beach,cloudy,1,0.75,1.0,60,24,24.6,0.39
TR03715,2023-10-07 12:28:00,12,5,10,1,0,0,40.59,Wynwood,South Beach,sunny,0,0.36,1.0,28,9,95.26,0.31
TR03716,2023-11-01 10:49:00,10,2,11,0,0,0,3.92,Midtown,Wynwood,sunny,0,0.51,1.0,40,13,20.26,0.32
TR03717,2023-10-20 11:12:00,11,4,10,0,0,0,9.57,South Beach,South Beach,rainy,2,0.93,1.0,74,48,38.8,0.64
TR03718,2023-08-27 15:38:00,15,6,8,1,0,0,1.73,Little Havana,South Beach,sunny,0,0.58,1.0,46,12,19.76,0.26
TR03719,2023-02-19 15:15:00,15,6,2,1,0,0,12.89,Doral,South Beach,sunny,0,0.72,1.6,57,8,50.75,0.14
TR03720,2023-08-25 06:39:00,6,4,8,0,0,0,5.04,Downtown,Brickell,sunny,0,0.88,1.0,70,29,23.58,0.41
TR03721,2023-01-18 20:28:00,20,2,1,0,0,0,5.19,Brickell,Brickell,rainy,2,0.45,1.0,36,31,33.16,0.84
TR03722,2023-10-04 12:36:00,12,2,10,0,0,0,9.84,Aventura,Downtown,cloudy,1,0.79,1.6,63,118,36.29,1.84
TR03723,2023-02-08 20:24:00,20,2,2,0,0,0,24.51,Wynwood,Brickell,sunny,0,0.82,1.0,65,8,52.38,0.12
TR03724,2023-05-10 10:55:00,10,2,5,0,0,0,27.26,Coconut Grove,Midtown,sunny,0,0.76,1.0,60,106,57.63,1.74
TR03725,2023-02-27 15:07:00,15,0,2,0,0,0,12.42,Aventura,Brickell,rainy,2,0.94,1.0,75,65,38.76,0.86
TR03726,2023-01-04 14:16:00,14,2,1,0,0,0,9.78,Midtown,South Beach,sunny,0,0.46,1.0,36,23,33.51,0.62
TR03727,2023-04-26 09:18:00,9,2,4,0,0,1,24.33,Wynwood,Wynwood,cloudy,1,0.47,1.0,37,51,64.65,1.34
TR03728,2023-03-15 02:41:00,2,2,3,0,1,0,14.62,Wynwood,Coral Gables,sunny,0,0.75,1.6,60,80,70.88,1.31
TR03729,2023-05-19 02:09:00,2,4,5,0,1,0,7.26,South Beach,Doral,sunny,0,0.78,1.0,62,39,40.71,0.62
TR03730,2023-06-06 23:52:00,23,1,6,0,1,0,48.29,Downtown,Downtown,sunny,0,0.73,1.0,58,118,138.2,2.0
TR03731,2023-04-03 12:39:00,12,0,4,0,0,0,8.29,Wynwood,Midtown,sunny,0,0.94,1.6,75,87,35.28,1.14
TR03732,2023-11-17 11:20:00,11,4,11,0,0,0,18.08,Wynwood,Downtown,sunny,0,0.93,1.6,74,57,52.2,0.76
TR03733,2023-02-10 20:29:00,20,4,2,0,0,0,4.57,Coconut Grove,Aventura,sunny,0,0.81,1.0,64,8,22.4,0.12
TR03734,2023-12-13 04:17:00,4,2,12,0,1,0,23.81,Aventura,Little Havana,sunny,0,0.44,1.0,35,19,46.64,0.53
TR03735,2023-07-15 01:08:00,1,5,7,1,1,0,3.9,Brickell,Brickell,cloudy,1,0.55,1.0,44,78,40.77,1.73
TR03736,2023-12-08 03:20:00,3,4,12,0,1,0,2.46,Brickell,Wynwood,sunny,0,0.64,1.0,51,108,17.39,2.08
TR03737,2023-08-09 17:56:00,17,2,8,0,0,1,9.53,Midtown,Coconut Grove,cloudy,1,0.86,1.0,68,98,35.97,1.42
TR03738,2023-11-07 17:56:00,17,1,11,0,0,1,3.76,Midtown,Aventura,sunny,0,0.81,1.0,64,91,25.15,1.4
TR03739,2023-08-04 04:13:00,4,4,8,0,1,0,8.92,Downtown,Midtown,sunny,0,0.69,1.0,55,12,26.68,0.21
TR03740,2023-01-05 16:33:00,16,3,1,0,0,0,3.27,Downtown,Coconut Grove,sunny,0,0.85,1.0,68,8,19.23,0.12
TR03741,2023-09-19 23:14:00,23,1,9,0,1,0,6.75,Aventura,Brickell,cloudy,1,0.82,1.0,65,77,35.6,1.17
TR03742,2023-02-26 18:02:00,18,6,2,1,0,1,38.69,Doral,Doral,cloudy,1,0.79,1.0,63,21,100.38,0.33
TR03743,2023-02-13 13:19:00,13,0,2,0,0,0,8.43,Midtown,Doral,cloudy,1,0.9,1.6,72,99,34.55,1.36
TR03744,2023-09-28 06:25:00,6,3,9,0,0,0,32.92,Wynwood,Coral Gables,cloudy,1,0.38,1.0,30,105,74.57,3.39
TR03745,2023-06-16 07:17:00,7,4,6,0,0,1,12.93,Aventura,Coconut Grove,sunny,0,0.96,1.0,76,70,38.73,0.91
TR03746,2023-08-12 08:28:00,8,5,8,1,0,1,19.56,South Beach,Aventura,sunny,0,0.86,1.0,68,25,61.59,0.36
TR03747,2023-03-02 07:36:00,7,3,3,0,0,1,3.55,Coconut Grove,Midtown,cloudy,1,0.71,1.0,56,28,24.23,0.49
TR03748,2023-03-17 22:54:00,22,4,3,0,1,0,13.21,Brickell,Wynwood,cloudy,1,0.46,2.8,36,30,105.52,0.81
TR03749,2023-09-09 21:47:00,21,5,9,1,0,0,2.54,South Beach,Little Havana,sunny,0,0.57,1.5,45,120,28.28,2.61
TR03750,2023-06-18 00:56:00,0,6,6,1,1,0,6.59,Coral Gables,Coral Gables,cloudy,1,0.67,1.0,53,5,45.18,0.09
TR03751,2023-02-01 00:01:00,0,2,2,0,1,0,2.72,Midtown,Coral Gables,rainy,2,0.87,1.0,69,106,32.06,1.51
TR03752,2023-05-30 23:45:00,23,1,5,0,1,0,2.21,Downtown,Coral Gables,rainy,2,0.86,1.0,68,80,31.68,1.16
TR03753,2023-02-26 19:00:00,19,6,2,1,0,1,3.91,Aventura,Doral,sunny,0,0.81,1.6,64,103,35.12,1.58
TR03754,2023-10-18 02:07:00,2,2,10,0,1,0,9.72,South Beach,South Beach,cloudy,1,0.47,1.0,37,79,51.12,2.08
TR03755,2023-02-17 12:36:00,12,4,2,0,0,0,4.01,Wynwood,Coral Gables,sunny,0,0.43,1.0,34,22,24.68,0.63
TR03756,2023-12-17 15:12:00,15,6,12,1,0,0,5.37,Aventura,Doral,sunny,0,0.78,1.0,62,98,25.2,1.56
TR03757,2023-08-24 23:45:00,23,3,8,0,1,0,9.91,Doral,South Beach,cloudy,1,0.46,1.0,36,54,48.66,1.46
TR03758,2023-01-05 17:50:00,17,3,1,0,0,1,9.13,Coconut Grove,Aventura,sunny,0,0.47,1.0,37,112,37.36,2.95
TR03759,2023-02-12 17:27:00,17,6,2,1,0,1,4.51,Coconut Grove,Midtown,sunny,0,0.94,1.0,75,36,26.83,0.47
TR03760,2023-01-21 01:01:00,1,5,1,1,1,0,1.88,Doral,Aventura,sunny,0,0.83,1.0,66,40,29.42,0.6
TR03761,2023-12-17 07:15:00,7,6,12,1,0,1,9.68,Coral Gables,Downtown,sunny,0,0.73,1.0,58,15,41.75,0.25
TR03762,2023-02-19 16:56:00,16,6,2,1,0,0,28.98,Brickell,Doral,rainy,2,0.4,1.6,32,76,116.3,2.3
TR03763,2023-11-27 11:44:00,11,0,11,0,0,0,4.86,Doral,Coconut Grove,sunny,0,0.82,1.0,65,24,22.65,0.36
TR03764,2023-01-10 06:40:00,6,1,1,0,0,0,8.5,South Beach,Brickell,cloudy,1,0.49,1.0,39,51,32.78,1.27
TR03765,2023-04-15 10:48:00,10,5,4,1,0,0,11.65,Midtown,Midtown,rainy,2,0.7,1.0,56,8,45.81,0.14
TR03766,2023-08-17 10:24:00,10,3,8,0,0,0,4.31,Doral,Doral,rainy,2,0.49,1.0,39,81,26.51,2.02
TR03767,2023-05-09 09:37:00,9,1,5,0,0,1,16.06,Coconut Grove,Midtown,sunny,0,0.67,1.0,53,60,46.75,1.11
TR03768,2023-08-15 04:45:00,4,1,8,0,1,0,16.1,South Beach,Brickell,cloudy,1,0.44,1.0,35,12,39.32,0.33
TR03769,2023-10-09 04:17:00,4,0,10,0,1,0,18.05,Wynwood,Aventura,rainy,2,0.72,1.0,57,16,44.84,0.28
TR03770,2023-12-19 16:09:00,16,1,12,0,0,0,4.88,Doral,Coconut Grove,sunny,0,0.65,1.0,52,5,23.1,0.09
TR03771,2023-03-18 12:09:00,12,5,3,1,0,0,10.48,Little Havana,Aventura,rainy,2,0.76,2.8,60,118,71.86,1.93
TR03772,2023-02-05 15:16:00,15,6,2,1,0,0,5.44,Wynwood,Downtown,sunny,0,0.59,1.0,47,34,27.03,0.71
TR03773,2023-07-03 20:12:00,20,0,7,0,0,0,13.42,Midtown,Coconut Grove,sunny,0,0.88,1.0,70,25,34.29,0.35
TR03774,2023-04-24 11:29:00,11,0,4,0,0,0,24.07,Coconut Grove,Brickell,sunny,0,0.69,1.6,55,25,68.69,0.45
TR03775,2023-11-14 03:49:00,3,1,11,0,1,0,12.62,Little Havana,Brickell,sunny,0,0.8,1.5,64,75,34.6,1.15
TR03776,2023-03-01 21:26:00,21,2,3,0,0,0,9.15,Little Havana,Little Havana,stormy,3,0.9,1.0,72,77,40.17,1.05
TR03777,2023-01-10 09:42:00,9,1,1,0,0,1,2.56,Midtown,Brickell,sunny,0,0.59,1.0,47,118,21.1,2.46
TR03778,2023-01-17 01:29:00,1,1,1,0,1,0,11.98,Coral Gables,South Beach,sunny,0,0.62,1.0,49,38,56.8,0.76
TR03779,2023-08-07 13:01:00,13,0,8,0,0,0,20.04,South Beach,Brickell,sunny,0,0.61,1.0,48,21,53.1,0.43
TR03780,2023-10-15 07:33:00,7,6,10,1,0,1,1.59,Brickell,South Beach,sunny,0,0.85,1.6,68,16,27.42,0.23
TR03781,2023-03-31 06:57:00,6,4,3,0,0,0,17.25,Midtown,Brickell,cloudy,1,0.85,2.8,68,49,71.72,0.71
TR03782,2023-02-15 04:01:00,4,2,2,0,1,0,5.29,Coconut Grove,Aventura,sunny,0,0.66,1.0,52,96,18.45,1.81
TR03783,2023-07-11 00:31:00,0,1,7,0,1,0,11.14,Midtown,Midtown,sunny,0,0.76,1.0,60,101,48.91,1.66
TR03784,2023-06-16 07:52:00,7,4,6,0,0,1,5.35,Coconut Grove,Coconut Grove,sunny,0,0.83,1.0,66,53,25.95,0.79
TR03785,2023-01-24 09:41:00,9,1,1,0,0,1,7.17,Wynwood,Downtown,sunny,0,0.86,1.0,68,58,27.38,0.84
TR03786,2023-04-23 20:19:00,20,6,4,1,0,0,2.24,South Beach,Brickell,sunny,0,0.88,1.0,70,84,21.05,1.18
TR03787,2023-02-15 10:15:00,10,2,2,0,0,0,4.66,Downtown,Coral Gables,sunny,0,0.93,1.6,74,98,25.45,1.31
TR03788,2023-06-08 15:54:00,15,3,6,0,0,0,3.55,Wynwood,Coconut Grove,sunny,0,0.75,1.0,60,35,19.81,0.57
TR03789,2023-06-29 17:26:00,17,3,6,0,0,1,6.19,Brickell,Downtown,cloudy,1,0.85,1.0,68,57,32.53,0.83
TR03790,2023-10-01 05:10:00,5,6,10,1,1,0,12.11,Wynwood,Downtown,stormy,3,0.76,1.0,60,90,44.53,1.48
TR03791,2023-04-04 12:28:00,12,1,4,0,0,0,14.26,Aventura,Midtown,sunny,0,0.9,1.0,72,113,38.61,1.55
TR03792,2023-08-03 22:51:00,22,3,8,0,1,0,2.36,Midtown,Little Havana,cloudy,1,0.81,1.0,64,94,29.41,1.45
TR03793,2023-07-24 04:54:00,4,0,7,0,1,0,13.49,Wynwood,Coconut Grove,sunny,0,0.93,1.0,74,14,29.3,0.19
TR03794,2023-11-15 14:56:00,14,2,11,0,0,0,3.76,Downtown,Aventura,sunny,0,0.75,1.0,60,114,19.54,1.87
TR03795,2023-05-19 19:18:00,19,4,5,0,0,1,13.25,Brickell,Wynwood,sunny,0,0.8,1.0,64,79,44.33,1.22
TR03796,2023-01-31 20:13:00,20,1,1,0,0,0,14.0,South Beach,Midtown,rainy,2,0.57,1.0,45,18,50.91,0.39
TR03797,2023-09-19 09:32:00,9,1,9,0,0,1,5.49,Coconut Grove,Wynwood,stormy,3,0.6,1.0,48,21,39.19,0.43
TR03798,2023-05-01 10:55:00,10,0,5,0,0,0,3.16,Coral Gables,Coconut Grove,sunny,0,0.59,1.0,47,11,22.27,0.23
TR03799,2023-06-07 23:26:00,23,2,6,0,1,0,2.03,Midtown,Aventura,sunny,0,0.71,1.0,56,24,28.22,0.42
TR03800,2023-02-26 04:05:00,4,6,2,1,1,0,1.68,Midtown,Coconut Grove,rainy,2,0.92,1.0,73,82,18.93,1.11
TR03801,2023-07-02 05:22:00,5,6,7,1,1,0,9.44,Coconut Grove,Doral,sunny,0,0.78,1.0,62,105,26.37,1.67
TR03802,2023-03-30 00:25:00,0,3,3,0,1,0,3.85,Coconut Grove,Brickell,stormy,3,0.88,1.0,70,103,43.44,1.45
TR03803,2023-03-05 03:42:00,3,6,3,1,1,0,3.52,Coral Gables,Aventura,sunny,0,0.72,1.0,57,75,21.31,1.29
TR03804,2023-02-11 16:09:00,16,5,2,1,0,0,9.42,South Beach,Midtown,sunny,0,0.58,1.0,46,34,35.44,0.72
TR03805,2023-06-07 07:21:00,7,2,6,0,0,1,9.63,Doral,Coconut Grove,sunny,0,0.6,1.0,48,69,34.59,1.41
TR03806,2023-09-15 05:46:00,5,4,9,0,1,0,15.47,Aventura,Coconut Grove,sunny,0,0.43,1.5,34,80,44.5,2.29
TR03807,2023-08-03 17:01:00,17,3,8,0,0,1,1.71,Midtown,Midtown,sunny,0,0.67,1.0,53,38,21.46,0.7
TR03808,2023-01-10 11:54:00,11,1,1,0,0,0,5.99,Brickell,South Beach,cloudy,1,0.49,1.6,39,28,33.75,0.7
TR03809,2023-02-16 05:52:00,5,3,2,0,1,0,9.49,Coconut Grove,Coral Gables,sunny,0,0.66,1.0,52,89,26.0,1.68
TR03810,2023-05-23 02:51:00,2,1,5,0,1,0,1.83,Coral Gables,South Beach,sunny,0,0.66,1.0,52,20,30.61,0.38
TR03811,2023-12-29 12:03:00,12,4,12,0,0,0,2.92,South Beach,Coral Gables,cloudy,1,0.61,1.0,48,68,22.49,1.39
TR03812,2023-03-14 03:45:00,3,1,3,0,1,0,8.36,Midtown,South Beach,stormy,3,0.79,1.0,63,12,32.87,0.19
TR03813,2023-04-14 05:03:00,5,4,4,0,1,0,15.11,Coral Gables,Brickell,sunny,0,0.63,1.0,50,81,35.39,1.59
TR03814,2023-08-17 17:52:00,17,3,8,0,0,1,2.5,Doral,Doral,sunny,0,0.86,1.0,68,82,20.42,1.19
TR03815,2023-01-26 02:05:00,2,3,1,0,1,0,5.6,South Beach,South Beach,sunny,0,0.76,1.0,60,31,38.59,0.51
TR03816,2023-06-02 15:52:00,15,4,6,0,0,0,7.11,Brickell,Coral Gables,sunny,0,0.58,1.0,46,18,30.21,0.38
TR03817,2023-12-20 15:47:00,15,2,12,0,0,0,3.97,Downtown,Aventura,cloudy,1,0.79,2.5,63,58,34.02,0.91
TR03818,2023-01-24 23:06:00,23,1,1,0,1,0,17.96,Midtown,Wynwood,cloudy,1,0.74,1.0,59,102,64.6,1.7
TR03819,2023-07-01 21:45:00,21,5,7,1,0,0,1.7,Doral,South Beach,sunny,0,0.72,1.0,57,97,18.48,1.67
TR03820,2023-09-17 08:06:00,8,6,9,1,0,1,7.98,Coconut Grove,Downtown,sunny,0,0.88,1.0,70,110,32.51,1.55
TR03821,2023-09-26 10:55:00,10,1,9,0,0,0,12.57,South Beach,Brickell,sunny,0,0.51,1.0,40,14,40.5,0.34
TR03822,2023-04-16 14:21:00,14,6,4,1,0,0,15.35,Aventura,Wynwood,sunny,0,0.66,1.0,52,95,44.18,1.79
TR03823,2023-03-03 00:30:00,0,4,3,0,1,0,17.58,Downtown,Aventura,stormy,3,0.58,1.0,46,100,93.07,2.13
TR03824,2023-01-02 15:08:00,15,0,1,0,0,0,12.71,Doral,South Beach,sunny,0,0.61,1.0,48,96,35.89,1.96
TR03825,2023-04-27 14:07:00,14,3,4,0,0,0,14.72,Brickell,Midtown,cloudy,1,0.87,1.0,69,8,39.51,0.11
TR03826,2023-10-10 22:32:00,22,1,10,0,1,0,1.57,Doral,Downtown,sunny,0,0.77,1.6,61,111,31.62,1.79
TR03827,2023-03-21 04:57:00,4,1,3,0,1,0,19.2,Doral,Midtown,rainy,2,0.92,1.0,73,37,42.73,0.5
TR03828,2023-09-04 15:49:00,15,0,9,0,0,0,3.41,Coral Gables,Downtown,cloudy,1,0.24,1.5,19,48,28.12,2.4
TR03829,2023-04-27 01:28:00,1,3,4,0,1,0,1.99,Aventura,Brickell,sunny,0,0.96,1.0,76,120,27.04,1.56
TR03830,2023-01-04 05:51:00,5,2,1,0,1,0,9.49,South Beach,Aventura,rainy,2,0.76,1.0,60,51,33.19,0.84
