distance_km,fare_usd,speed_kmh,duration_min,hour,is_night,driver_rating,customer_rating,trip_count_today,new_device,new_payment_method,location_jump_km,surge_multiplier,promo_applied,cancellations_today,fare_distance_ratio,is_fraud,fraud_type,trip_id
2.12,19.36,23.5,5.4,7,0,4.42,4.77,5,0,0,0.0,1.0,0,0,9.13,0,none,FR04326
23.12,51.77,35.0,39.6,23,1,4.89,4.63,8,0,0,1.9,1.0,0,2,2.24,0,none,FR04327
40.66,71.05,39.0,62.6,7,0,4.4,4.2,5,0,0,0.98,1.0,0,2,1.75,0,none,FR04328
11.58,27.44,32.5,21.4,19,0,4.57,4.17,1,0,0,0.0,1.0,0,0,2.37,0,none,FR04329
3.49,18.13,32.0,6.5,10,0,4.68,4.12,7,0,1,2.66,1.0,1,2,5.19,0,none,FR04330
5.48,20.43,41.2,8.0,4,1,4.28,4.52,3,0,0,0.0,1.2,0,2,3.73,0,none,FR04331
2.92,21.82,24.3,7.2,12,0,4.05,4.62,2,0,0,1.38,1.0,0,2,7.47,0,none,FR04332
8.44,26.42,39.2,12.9,19,0,4.25,4.19,6,0,0,0.0,1.0,0,2,3.13,0,none,FR04333
22.47,44.05,33.0,40.9,23,1,4.28,4.68,2,0,0,0.66,1.2,1,1,1.96,0,none,FR04334
8.59,27.17,30.3,17.0,6,0,4.34,4.8,8,0,0,1.38,1.0,0,1,3.16,0,none,FR04335
5.72,23.92,39.1,8.8,16,0,4.33,4.19,5,0,0,0.82,1.0,0,1,4.18,0,none,FR04336
3.24,16.23,32.1,6.1,3,1,4.37,4.7,2,0,0,1.04,1.0,0,2,5.01,0,none,FR04337
1.86,17.43,49.0,2.3,0,1,4.55,4.63,6,0,0,0.0,1.0,0,1,9.37,0,none,FR04338
9.8,24.46,44.7,13.2,14,0,4.45,4.11,7,0,0,1.39,1.2,0,2,2.5,0,none,FR04339
2.11,17.27,31.1,4.1,21,0,4.47,4.22,1,0,0,0.92,1.0,0,1,8.18,0,none,FR04340
13.38,25.96,28.4,28.3,20,0,4.87,4.08,2,0,0,0.0,1.0,0,0,1.94,0,none,FR04341
3.2,13.65,36.1,5.3,5,1,4.31,4.68,6,0,0,0.08,1.2,0,0,4.27,0,none,FR04342
19.21,44.62,36.8,31.3,1,1,4.87,4.5,7,1,1,124.53,2.0,0,1,2.32,1,account_takeover,FR04343
10.72,29.42,37.3,17.2,12,0,4.4,4.7,3,0,0,0.6,1.5,0,1,2.74,0,none,FR04344
5.0,21.33,33.5,9.0,5,1,4.46,4.37,8,0,0,0.11,1.0,0,1,4.27,0,none,FR04345
7.06,22.77,22.6,18.7,18,0,4.55,4.05,8,0,0,0.17,1.0,0,2,3.23,0,none,FR04346
5.98,26.66,44.6,8.0,15,0,4.56,4.22,7,0,0,0.75,1.0,0,2,4.46,0,none,FR04347
6.55,27.77,32.7,12.0,23,1,4.46,4.53,4,0,0,1.99,1.5,0,1,4.24,0,none,FR04348
6.14,21.48,42.8,8.6,2,1,4.4,3.23,4,0,0,0.81,1.0,0,0,3.5,0,none,FR04349
10.5,30.82,29.3,21.5,13,0,4.63,3.8,2,0,0,0.93,1.0,1,1,2.94,0,none,FR04350
8.8,28.49,25.4,20.8,13,0,3.77,4.06,8,0,0,0.14,1.0,0,2,3.24,0,none,FR04351
19.96,46.4,37.3,32.1,6,0,4.56,4.59,2,0,0,1.33,1.0,0,2,2.32,0,none,FR04352
11.06,27.72,32.2,20.6,14,0,4.62,4.12,1,0,0,0.0,2.0,0,0,2.51,0,none,FR04353
8.27,24.34,36.7,13.5,8,0,3.97,4.82,5,0,1,0.0,1.5,0,2,2.94,0,none,FR04354
4.46,20.45,33.5,8.0,11,0,4.27,4.09,1,0,0,1.15,1.0,0,2,4.59,0,none,FR04355
3.06,21.66,25.8,7.1,5,1,4.58,4.53,7,0,0,0.71,1.0,0,1,7.08,0,none,FR04356
4.06,23.33,25.2,9.7,18,0,4.45,4.66,1,0,0,1.29,1.0,0,0,5.75,0,none,FR04357
6.55,22.39,30.1,13.1,22,1,4.81,4.68,7,0,0,0.0,1.0,0,2,3.42,0,none,FR04358
4.56,25.36,36.1,7.6,7,0,4.3,4.89,1,0,0,0.78,1.2,0,0,5.56,0,none,FR04359
28.17,55.72,40.9,41.3,14,0,4.66,4.48,7,0,0,0.0,1.0,1,1,1.98,0,none,FR04360
14.93,32.52,37.6,23.8,4,1,4.11,4.2,7,0,0,0.0,1.2,0,0,2.18,0,none,FR04361
22.41,45.41,31.9,42.2,11,0,4.72,4.54,5,0,0,0.32,1.0,0,1,2.03,0,none,FR04362
9.89,31.31,44.2,13.4,8,0,4.16,3.88,2,0,0,0.07,1.0,0,1,3.17,0,none,FR04363
4.69,19.56,29.3,9.6,10,0,4.52,4.37,7,0,1,0.0,1.0,0,1,4.17,0,none,FR04364
2.34,19.7,44.1,3.2,11,0,4.68,4.57,4,1,0,0.39,1.5,1,1,8.42,0,none,FR04365
4.11,13.85,22.4,11.0,18,0,5.0,4.46,1,0,0,0.0,1.0,0,1,3.37,0,none,FR04366
2.77,21.21,34.0,4.9,22,1,4.85,4.29,4,1,0,0.0,1.0,0,0,7.66,0,none,FR04367
1.68,15.38,22.3,4.5,6,0,4.9,4.88,4,0,0,0.26,1.0,0,0,9.15,0,none,FR04368
2.19,14.99,40.2,3.3,16,0,4.86,4.93,8,0,0,0.77,1.0,0,2,6.84,0,none,FR04369
28.65,56.4,21.7,79.2,22,1,4.1,3.86,8,0,0,0.89,2.0,0,2,1.97,0,none,FR04370
16.08,38.75,36.6,26.4,15,0,4.39,3.97,8,1,0,0.95,1.0,0,0,2.41,0,none,FR04371
6.33,29.02,35.9,10.6,9,0,4.32,4.25,8,0,0,0.0,1.0,0,0,4.58,0,none,FR04372
4.57,20.02,30.4,9.0,13,0,4.78,4.91,8,0,0,0.42,1.2,0,2,4.38,0,none,FR04373
6.32,22.58,31.9,11.9,12,0,4.52,3.7,6,0,0,0.06,1.0,0,0,3.57,0,none,FR04374
4.09,22.02,34.9,7.0,0,1,4.93,4.73,6,0,0,0.22,1.2,1,0,5.38,0,none,FR04375
3.99,20.25,22.4,10.7,23,1,4.23,4.22,8,0,0,1.34,1.0,0,2,5.08,0,none,FR04376
4.4,18.47,29.5,8.9,7,0,5.0,3.94,6,0,0,0.0,1.0,0,0,4.2,0,none,FR04377
11.37,30.43,51.9,13.1,12,0,4.58,5.0,8,0,0,1.62,1.2,0,2,2.68,0,none,FR04378
12.0,30.19,26.1,27.6,1,1,4.67,3.87,6,0,1,2.43,2.0,0,0,2.52,0,none,FR04379
6.35,27.71,30.5,12.5,0,1,4.6,4.59,2,0,0,1.06,1.0,0,1,4.36,0,none,FR04380
12.32,32.24,18.5,40.0,14,0,4.46,4.51,6,0,0,0.0,1.0,0,0,2.62,0,none,FR04381
4.67,18.48,41.7,6.7,2,1,4.36,3.81,5,0,0,1.2,1.2,0,0,3.96,0,none,FR04382
8.78,26.63,38.0,13.9,17,0,4.11,4.3,1,0,0,0.23,1.0,0,1,3.03,0,none,FR04383
8.68,34.04,32.3,16.1,6,0,4.69,4.4,1,0,1,0.0,1.2,1,1,3.92,0,none,FR04384
3.54,21.45,38.5,5.5,19,0,4.05,5.0,7,0,1,0.77,1.2,0,2,6.06,0,none,FR04385
10.7,32.08,46.7,13.7,4,1,4.66,4.2,7,0,0,0.0,1.0,0,2,3.0,0,none,FR04386
11.67,30.7,28.6,24.5,17,0,4.68,4.51,1,0,0,0.74,1.0,0,2,2.63,0,none,FR04387
5.95,22.5,42.4,8.4,1,1,4.36,3.82,6,0,0,0.03,1.0,0,2,3.78,0,none,FR04388
3.71,18.35,38.4,5.8,17,0,4.95,4.42,1,1,0,0.1,1.5,0,0,4.95,0,none,FR04389
9.02,26.92,35.5,15.2,23,1,5.0,4.04,2,0,0,0.93,1.5,1,2,2.98,0,none,FR04390
5.34,21.49,39.2,8.2,21,0,4.93,4.33,7,0,0,1.06,1.0,1,1,4.02,0,none,FR04391
7.26,25.04,40.1,10.9,18,0,4.82,4.27,8,0,0,0.0,1.0,0,0,3.45,0,none,FR04392
1.51,13.14,35.9,2.5,18,0,4.25,4.56,7,0,0,0.0,1.0,0,2,8.7,0,none,FR04393
1.75,19.04,35.6,2.9,11,0,4.61,4.43,6,0,0,0.66,1.2,1,0,10.88,0,none,FR04394
12.04,30.82,40.7,17.7,11,0,4.86,4.78,1,0,0,1.36,1.2,0,0,2.56,0,none,FR04395
6.08,27.9,42.9,8.5,21,0,4.82,4.77,4,0,0,0.0,1.2,0,1,4.59,0,none,FR04396
18.06,43.95,35.1,30.9,13,0,4.0,4.04,8,0,0,0.22,1.0,0,0,2.43,0,none,FR04397
33.52,68.64,31.1,64.7,12,0,4.56,4.29,3,0,0,0.17,1.0,0,1,2.05,0,none,FR04398
2.03,16.51,27.9,4.4,0,1,4.51,4.41,3,0,1,0.86,1.2,1,2,8.13,0,none,FR04399
11.42,34.84,40.3,17.0,22,1,4.17,4.21,4,0,1,0.0,1.0,0,0,3.05,0,none,FR04400
1.8,17.57,37.5,2.9,22,1,4.72,4.94,4,0,0,1.31,1.2,0,0,9.76,0,none,FR04401
33.26,67.25,39.4,50.6,22,1,4.71,5.0,4,0,0,0.45,1.2,1,2,2.02,0,none,FR04402
4.75,20.41,46.4,6.1,12,0,4.6,4.28,1,0,0,0.43,1.0,0,2,4.3,0,none,FR04403
5.56,21.72,27.0,12.4,4,1,4.53,4.96,3,0,0,0.25,1.0,0,0,3.91,0,none,FR04404
15.46,30.68,27.4,33.9,5,1,4.3,3.87,4,0,0,0.0,1.0,0,2,1.98,0,none,FR04405
3.5,16.7,30.9,6.8,0,1,4.65,4.15,6,0,0,0.0,1.0,0,0,4.77,0,none,FR04406
4.04,22.3,34.1,7.1,13,0,4.78,4.14,2,0,0,0.23,1.0,0,2,5.52,0,none,FR04407
14.57,32.33,23.2,37.7,23,1,4.39,4.8,4,0,0,0.63,1.0,0,2,2.22,0,none,FR04408
4.18,17.53,40.8,6.1,17,0,4.42,4.77,4,0,0,0.27,1.0,0,0,4.19,0,none,FR04409
8.44,25.77,49.9,10.1,17,0,5.0,5.0,4,0,0,1.27,1.5,0,0,3.05,0,none,FR04410
31.48,65.53,41.5,45.5,0,1,4.21,4.23,7,0,0,0.0,1.0,0,1,2.08,0,none,FR04411
7.87,22.91,27.5,17.2,11,0,4.14,4.45,3,0,0,0.28,1.0,0,2,2.91,0,none,FR04412
18.95,42.08,34.9,32.6,9,0,4.13,4.24,5,0,0,1.7,1.0,0,2,2.22,0,none,FR04413
10.27,32.18,26.7,23.1,4,1,4.28,4.99,3,0,0,1.21,1.2,0,0,3.13,0,none,FR04414
6.42,27.81,51.1,7.5,17,0,4.67,4.71,5,0,0,0.0,1.5,0,2,4.33,0,none,FR04415
2.68,18.71,38.7,4.2,23,1,4.45,4.61,8,0,0,0.5,1.0,0,0,6.98,0,none,FR04416
12.94,33.18,47.0,16.5,20,0,4.6,5.0,6,0,0,0.0,1.0,0,2,2.56,0,none,FR04417
2.11,19.1,54.4,2.3,7,0,4.82,4.42,5,0,0,0.0,1.0,0,0,9.05,0,none,FR04418
11.75,32.67,37.5,18.8,0,1,4.43,4.16,3,0,0,0.49,1.0,1,0,2.78,0,none,FR04419
4.41,23.65,43.2,6.1,5,1,4.1,4.69,4,0,0,1.03,1.2,0,2,5.36,0,none,FR04420
22.7,46.58,23.2,58.7,11,0,5.0,4.68,6,0,0,0.92,1.5,0,1,2.05,0,none,FR04421
18.4,37.01,22.2,49.7,22,1,4.28,4.48,2,0,0,0.0,1.0,0,2,2.01,0,none,FR04422
9.72,28.85,38.8,15.0,21,0,4.23,3.8,2,0,0,0.94,1.2,1,0,2.97,0,none,FR04423
3.77,17.12,42.1,5.4,0,1,4.64,3.91,8,0,0,0.34,1.2,0,2,4.54,0,none,FR04424
5.15,23.77,43.9,7.0,22,1,4.48,4.9,3,0,0,0.0,1.2,0,2,4.62,0,none,FR04425
3.75,18.11,36.4,6.2,15,0,4.75,4.35,8,0,0,0.0,1.5,0,2,4.83,0,none,FR04426
18.29,39.64,33.3,33.0,7,0,4.72,3.89,7,0,0,0.0,1.0,0,1,2.17,0,none,FR04427
2.4,15.17,38.3,3.8,3,1,4.5,3.65,6,0,0,0.91,1.0,0,0,6.32,0,none,FR04428
36.92,69.72,34.3,64.6,15,0,4.14,4.21,5,0,0,0.63,1.2,0,2,1.89,0,none,FR04429
7.05,23.48,25.9,16.3,1,1,4.73,4.72,2,0,0,1.13,1.0,0,2,3.33,0,none,FR04430
28.47,57.16,40.2,42.5,8,0,4.22,4.46,4,0,0,1.47,1.0,1,2,2.01,0,none,FR04431
2.22,18.1,43.1,3.1,21,0,4.64,4.61,1,0,0,0.19,1.5,1,0,8.15,0,none,FR04432
5.12,23.87,41.2,7.5,12,0,4.36,3.75,7,0,0,1.46,1.0,0,0,4.66,0,none,FR04433
3.72,12.51,32.9,6.8,12,0,4.48,4.16,7,0,0,0.9,1.0,1,1,3.36,0,none,FR04434
1.72,11.45,41.0,2.5,1,1,4.92,5.0,2,0,0,0.92,1.2,0,2,6.66,0,none,FR04435
15.08,38.01,30.0,30.2,8,0,4.17,4.69,1,0,0,2.04,1.0,0,0,2.52,0,none,FR04436
3.34,14.03,21.0,9.5,21,0,4.46,4.78,4,0,0,0.0,2.0,0,0,4.2,0,none,FR04437
2.75,14.89,44.2,3.7,23,1,4.59,4.1,7,0,0,0.51,1.0,0,0,5.41,0,none,FR04438
29.36,60.65,34.2,51.5,15,0,4.66,4.47,6,0,0,1.55,1.0,0,1,2.07,0,none,FR04439
12.87,34.73,24.3,31.8,21,0,4.3,4.17,2,0,0,1.78,2.0,0,1,2.7,0,none,FR04440
15.1,30.69,30.1,30.1,7,0,4.7,4.09,7,0,0,0.49,1.0,0,1,2.03,0,none,FR04441
13.01,32.3,37.8,20.7,10,0,4.66,4.33,1,0,0,1.05,1.5,0,2,2.48,0,none,FR04442
5.1,24.5,23.7,12.9,20,0,4.46,4.8,6,0,0,0.0,1.5,1,0,4.8,0,none,FR04443
4.23,16.16,40.2,6.3,18,0,4.28,4.54,5,0,0,0.0,1.5,0,1,3.82,0,none,FR04444
25.39,55.26,37.4,40.7,9,0,4.61,4.12,8,0,0,0.0,1.0,0,2,2.18,0,none,FR04445
1.58,22.31,43.1,2.2,13,0,4.48,4.33,4,0,0,0.2,1.5,0,1,14.12,0,none,FR04446
4.38,15.7,37.1,7.1,8,0,4.76,4.08,4,0,0,0.16,1.0,0,2,3.58,0,none,FR04447
11.04,29.11,41.2,16.1,0,1,4.73,3.96,3,1,0,0.92,1.0,0,0,2.64,0,none,FR04448
8.12,23.29,34.6,14.1,18,0,4.93,4.67,2,0,1,0.73,1.0,0,1,2.87,0,none,FR04449
10.25,30.36,36.3,16.9,0,1,4.52,4.67,5,0,0,0.0,1.2,0,0,2.96,0,none,FR04450
1.91,17.38,39.7,2.9,2,1,4.16,4.08,1,0,0,0.75,1.0,0,2,9.1,0,none,FR04451
6.06,23.34,44.2,8.2,13,0,4.09,4.65,39,0,1,1.15,1.2,1,18,3.85,1,promo_abuse,FR04452
7.04,27.76,38.3,11.0,13,0,4.27,4.24,8,0,0,0.6,1.0,0,1,3.94,0,none,FR04453
1.9,11.87,31.9,3.6,14,0,3.99,3.76,2,1,0,0.32,1.2,0,2,6.25,0,none,FR04454
9.22,23.28,32.6,17.0,17,0,4.71,4.4,4,0,0,0.03,1.0,0,0,2.52,0,none,FR04455
9.43,25.73,43.2,13.1,16,0,4.96,4.73,8,0,0,0.09,1.0,1,2,2.73,0,none,FR04456
2.47,15.6,31.8,4.7,20,0,4.64,4.67,8,0,0,0.03,2.0,0,2,6.32,0,none,FR04457
2.38,19.04,35.6,4.0,3,1,3.92,4.01,7,1,1,386.5,1.5,0,0,8.0,1,account_takeover,FR04458
9.71,29.35,37.4,15.6,5,1,4.62,4.29,2,0,0,0.0,1.2,0,1,3.02,0,none,FR04459
9.54,28.58,47.0,12.2,4,1,4.56,4.51,2,0,0,0.18,1.0,0,2,3.0,0,none,FR04460
5.98,26.84,41.9,8.6,1,1,4.35,4.15,5,0,0,0.0,1.0,1,0,4.49,0,none,FR04461
11.08,29.17,23.7,28.1,14,0,4.83,4.34,1,0,0,0.0,1.0,0,1,2.63,0,none,FR04462
2.4,22.77,34.0,4.2,14,0,4.22,4.16,7,1,0,0.0,1.0,1,0,9.49,0,none,FR04463
16.89,38.12,23.7,42.8,1,1,5.0,4.33,6,0,0,0.0,1.0,0,0,2.26,0,none,FR04464
5.43,26.6,24.5,13.3,18,0,4.86,4.39,4,1,1,0.45,1.0,0,2,4.9,0,none,FR04465
2.81,25.55,30.7,5.5,15,0,3.96,5.0,6,0,0,0.0,1.0,0,0,9.09,0,none,FR04466
3.43,20.15,36.0,5.7,0,1,4.2,4.57,5,0,0,1.15,1.5,0,1,5.87,0,none,FR04467
11.78,32.29,31.1,22.7,5,1,4.68,4.51,3,0,0,1.47,1.0,0,2,2.74,0,none,FR04468
3.88,22.97,24.4,9.5,3,1,4.61,3.98,2,0,0,1.44,1.0,0,1,5.92,0,none,FR04469
2.32,11.81,28.7,4.9,18,0,4.39,4.12,4,0,0,0.23,1.2,0,0,5.09,0,none,FR04470
25.46,50.75,44.6,34.3,13,0,4.32,4.87,6,0,0,1.15,1.0,0,0,1.99,0,none,FR04471
2.57,18.34,26.5,5.8,2,1,4.47,4.64,7,0,0,1.3,1.5,0,2,7.14,0,none,FR04472
5.76,21.77,44.3,7.8,18,0,4.89,4.33,7,0,0,0.0,1.0,0,2,3.78,0,none,FR04473
9.24,30.79,35.9,15.4,2,0,4.27,4.1,5,1,1,353.46,1.0,0,2,3.33,1,account_takeover,FR04474
5.62,24.3,26.5,12.7,2,1,5.0,4.97,4,1,0,0.0,1.0,1,1,4.32,0,none,FR04475
5.0,18.81,41.3,7.3,13,0,4.51,3.99,6,0,1,2.08,1.2,0,0,3.76,0,none,FR04476
4.4,24.4,30.9,8.5,11,0,4.3,5.0,7,0,0,1.68,1.2,0,1,5.55,0,none,FR04477
1.7,16.33,17.8,5.7,22,1,4.62,4.55,6,0,0,0.0,1.2,0,1,9.61,0,none,FR04478
5.15,19.17,29.9,10.3,23,1,4.4,4.29,7,0,0,1.75,1.2,1,0,3.72,0,none,FR04479
3.24,16.33,33.2,5.9,11,0,4.36,3.98,3,0,0,1.44,1.0,0,0,5.04,0,none,FR04480
11.68,30.41,37.0,18.9,20,0,4.26,4.87,3,0,0,0.03,1.0,0,0,2.6,0,none,FR04481
28.93,58.05,41.5,41.8,5,1,4.53,4.22,7,0,0,0.71,1.0,0,1,2.01,0,none,FR04482
4.65,24.18,38.4,7.3,12,0,4.74,4.42,6,1,0,0.87,1.0,0,0,5.2,0,none,FR04483
3.88,19.26,42.6,5.5,8,0,4.39,4.24,8,0,0,0.99,2.0,0,0,4.96,0,none,FR04484
5.27,17.17,51.0,6.2,0,1,4.03,5.0,4,0,0,0.91,1.0,0,0,3.26,0,none,FR04485
11.17,25.95,40.2,16.7,4,1,4.28,4.3,1,0,0,0.0,1.2,0,1,2.32,0,none,FR04486
34.83,67.26,41.3,50.6,16,0,4.36,4.84,2,0,0,0.0,1.5,0,1,1.93,0,none,FR04487
21.73,49.15,19.7,66.2,13,0,4.19,4.45,2,0,0,1.62,1.2,0,2,2.26,0,none,FR04488
5.56,26.97,39.8,8.4,20,0,4.53,4.41,7,0,0,0.0,1.0,0,1,4.85,0,none,FR04489
12.1,32.64,33.2,21.9,21,0,3.95,4.51,7,0,0,1.5,1.0,0,0,2.7,0,none,FR04490
19.28,47.74,39.9,29.0,16,0,4.48,3.49,7,0,0,1.24,1.0,0,0,2.48,0,none,FR04491
8.45,27.24,38.8,13.1,7,0,4.91,4.37,1,0,0,0.03,1.0,0,0,3.22,0,none,FR04492
11.26,27.58,25.9,26.1,0,1,4.55,4.24,5,0,0,0.0,1.2,0,0,2.45,0,none,FR04493
1.67,18.93,32.0,3.1,9,0,4.45,4.71,2,0,0,1.31,1.0,0,2,11.34,0,none,FR04494
23.47,48.59,42.5,33.1,10,0,4.93,4.35,8,0,0,2.12,1.0,0,0,2.07,0,none,FR04495
6.48,26.68,22.2,17.5,23,1,4.45,4.02,4,0,0,0.83,1.2,0,1,4.12,0,none,FR04496
35.75,66.85,45.2,47.5,15,0,4.22,4.77,4,0,0,0.28,1.0,0,1,1.87,0,none,FR04497
7.19,27.98,46.3,9.3,10,0,4.12,5.0,6,0,0,1.24,1.0,0,0,3.89,0,none,FR04498
1.86,18.01,46.9,2.4,10,0,4.97,4.21,4,0,0,0.0,1.0,0,2,9.68,0,none,FR04499
2.0,14.27,29.0,4.1,22,1,4.59,4.72,4,0,0,0.75,1.2,0,1,7.13,0,none,FR04500
1.96,20.22,35.2,3.3,12,0,4.39,3.84,7,0,0,0.41,1.0,1,1,10.32,0,none,FR04501
13.93,33.47,36.8,22.7,11,0,4.52,4.09,3,0,0,0.22,1.0,0,1,2.4,0,none,FR04502
34.05,59.55,34.4,59.4,7,0,4.88,4.27,1,0,0,1.17,1.2,0,0,1.75,0,none,FR04503
17.22,44.51,53.9,19.2,6,0,4.42,5.0,7,0,0,1.64,1.5,0,1,2.58,0,none,FR04504
4.49,24.64,19.8,13.6,1,1,4.69,4.32,2,0,0,1.56,1.0,1,1,5.49,0,none,FR04505
7.6,29.14,24.8,18.4,18,0,4.64,5.0,7,0,0,0.0,1.2,0,0,3.83,0,none,FR04506
1.98,14.7,33.7,3.5,7,0,4.33,3.74,3,0,0,1.01,1.2,0,2,7.42,0,none,FR04507
14.42,34.91,40.4,21.4,16,0,4.27,4.58,8,0,0,0.87,1.2,0,1,2.42,0,none,FR04508
10.77,36.52,24.0,26.9,7,0,4.54,4.73,4,0,0,2.17,1.0,0,0,3.39,0,none,FR04509
10.54,27.45,33.8,18.7,15,0,4.96,4.07,5,0,0,2.26,1.5,0,2,2.6,0,none,FR04510
3.38,17.09,25.3,8.0,6,0,4.61,5.0,2,0,0,0.19,1.0,0,1,5.06,0,none,FR04511
1.68,18.27,39.9,2.5,12,0,4.28,4.23,8,0,0,0.86,1.2,1,2,10.88,0,none,FR04512
7.18,25.43,45.4,9.5,16,0,3.97,4.24,5,0,0,0.0,1.5,0,1,3.54,0,none,FR04513
12.07,29.74,35.5,20.4,14,0,4.08,4.21,4,0,0,0.93,1.0,0,2,2.46,0,none,FR04514
16.0,38.33,58.0,16.6,16,0,5.0,4.27,2,1,1,1.27,1.0,0,1,2.4,0,none,FR04515
11.8,32.42,36.6,19.3,13,0,4.02,4.92,5,0,0,0.95,2.0,0,1,2.75,0,none,FR04516
12.04,33.37,37.6,19.2,6,0,5.0,3.31,8,0,0,0.33,1.0,0,0,2.77,0,none,FR04517
8.62,22.23,41.3,12.5,4,1,4.13,3.6,3,0,0,1.31,1.0,0,1,2.58,0,none,FR04518
7.67,24.41,22.6,20.4,19,0,4.9,5.0,6,0,0,0.0,1.5,1,2,3.18,0,none,FR04519
1.68,16.23,34.6,2.9,7,0,4.28,4.51,8,0,0,0.83,1.0,0,0,9.66,0,none,FR04520
9.23,28.88,37.7,14.7,10,0,5.0,4.88,4,0,0,0.91,1.0,0,1,3.13,0,none,FR04521
9.88,29.57,20.8,28.5,1,1,4.94,4.93,6,0,0,0.0,1.0,0,2,2.99,0,none,FR04522
7.46,26.71,39.7,11.3,17,0,4.98,4.83,4,0,0,1.31,1.2,0,2,3.58,0,none,FR04523
10.38,21.98,25.1,24.8,13,0,4.34,4.26,5,0,0,0.0,1.2,0,1,2.12,0,none,FR04524
3.29,16.66,29.1,6.8,21,0,4.5,3.76,8,0,0,0.95,1.2,0,1,5.06,0,none,FR04525
15.55,39.26,25.2,37.0,5,1,4.41,3.9,1,0,1,0.0,1.0,0,0,2.52,0,none,FR04526
15.12,40.25,46.6,19.5,16,0,3.96,3.83,5,0,0,1.38,1.0,0,2,2.66,0,none,FR04527
16.51,36.31,32.3,30.7,3,1,4.85,4.36,5,0,0,0.0,1.0,0,1,2.2,0,none,FR04528
1.92,18.15,33.1,3.5,9,0,4.6,5.0,1,0,0,1.1,1.0,1,1,9.45,0,none,FR04529
3.89,16.49,43.9,5.3,3,1,4.37,4.61,1,0,0,0.53,1.0,0,1,4.24,0,none,FR04530
8.31,21.39,34.4,14.5,14,0,5.0,4.24,1,0,0,1.31,1.0,0,2,2.57,0,none,FR04531
18.07,39.46,39.8,27.2,17,0,4.97,3.96,4,0,0,0.76,1.0,0,0,2.18,0,none,FR04532
3.19,22.1,26.9,7.1,23,1,4.71,3.79,8,0,0,0.99,1.2,0,0,6.93,0,none,FR04533
76.42,201.24,28.7,5.7,15,0,4.37,3.87,5,0,0,0.23,1.0,0,2,2.63,1,fare_manipulation,FR04534
2.06,12.12,29.4,4.2,13,0,4.46,4.12,6,0,1,0.0,1.0,1,2,5.88,0,none,FR04535
35.63,67.65,33.6,63.6,23,1,4.23,4.64,4,1,0,0.27,1.5,0,1,1.9,0,none,FR04536
2.99,21.53,39.5,4.5,2,1,4.37,4.3,2,0,0,0.0,1.0,1,1,7.2,0,none,FR04537
9.18,28.81,35.6,15.5,6,0,4.54,3.89,4,0,0,0.8,1.2,0,1,3.14,0,none,FR04538
24.9,53.56,23.9,62.5,1,1,4.05,4.71,2,0,0,0.0,1.0,1,1,2.15,0,none,FR04539
14.64,40.28,36.3,24.2,20,0,4.52,3.68,7,0,1,1.03,1.0,0,2,2.75,0,none,FR04540
12.44,28.98,24.3,30.7,2,1,4.33,3.99,4,0,0,0.28,1.2,0,1,2.33,0,none,FR04541
11.28,35.57,30.3,22.3,23,1,4.61,4.05,1,0,0,0.0,1.0,0,0,3.15,0,none,FR04542
9.23,20.8,35.2,15.7,22,1,4.59,3.81,1,0,0,0.68,1.5,0,1,2.25,0,none,FR04543
3.47,19.97,47.1,4.4,11,0,4.95,4.63,5,0,0,1.11,1.0,0,2,5.76,0,none,FR04544
14.16,36.35,43.0,19.8,9,0,4.54,4.67,5,0,0,0.0,1.0,0,1,2.57,0,none,FR04545
6.68,29.99,47.2,8.5,22,1,4.86,4.31,1,0,0,0.0,2.0,0,0,4.49,0,none,FR04546
4.85,22.4,36.0,8.1,2,1,4.72,4.61,4,0,0,0.0,2.0,0,0,4.62,0,none,FR04547
1.54,16.65,58.3,1.6,10,0,4.64,4.41,7,0,0,1.55,1.5,0,2,10.81,0,none,FR04548
5.86,22.01,46.7,7.5,15,0,4.92,4.96,3,0,0,0.0,1.0,0,1,3.76,0,none,FR04549
10.79,31.73,20.9,31.0,21,0,4.24,4.19,8,0,0,0.0,1.0,0,2,2.94,0,none,FR04550
2.3,12.91,38.1,3.6,2,1,4.42,4.42,2,0,1,0.0,1.0,0,2,5.61,0,none,FR04551
4.09,24.6,39.2,6.3,11,0,4.39,4.77,3,0,0,0.19,1.0,0,0,6.01,0,none,FR04552
17.79,38.88,46.0,23.2,5,1,4.51,4.23,7,0,1,0.74,1.0,0,1,2.19,0,none,FR04553
3.81,17.64,32.9,6.9,14,0,4.57,4.31,5,0,0,0.01,1.0,0,2,4.63,0,none,FR04554
19.59,42.82,37.3,31.5,6,0,4.28,4.38,5,0,0,0.89,1.5,0,2,2.19,0,none,FR04555
36.47,67.71,43.3,50.5,9,0,4.43,4.66,3,0,0,0.64,1.0,0,0,1.86,0,none,FR04556
11.07,35.36,24.5,27.1,7,0,4.37,5.0,5,0,0,0.0,1.2,0,1,3.19,0,none,FR04557
9.35,28.36,39.9,14.1,21,0,4.31,4.42,4,0,0,0.0,1.5,0,0,3.03,0,none,FR04558
4.77,22.18,37.5,7.6,17,0,4.3,4.33,6,0,0,0.0,1.0,0,2,4.65,0,none,FR04559
